"","haplogroup","chr","p_val"
"114",32,"chromosome_1",0.0995
"115",32,"chromosome_1",0.0995
"116",32,"chromosome_1",0.0995
"117",32,"chromosome_1",0.0995
"118",32,"chromosome_1",0.0995
"119",32,"chromosome_1",0.0995
"120",32,"chromosome_1",0.0995
"121",33,"chromosome_1",1
"122",34,"chromosome_1",0.3475
"123",35,"chromosome_1",0.3545
"124",35,"chromosome_1",0.3545
"125",36,"chromosome_1",1
"126",37,"chromosome_1",0.4585
"127",37,"chromosome_1",0.4585
"128",37,"chromosome_1",0.4585
"129",37,"chromosome_1",0.4585
"130",37,"chromosome_1",0.4585
"131",37,"chromosome_1",0.4585
"132",37,"chromosome_1",0.4585
"133",37,"chromosome_1",0.4585
"134",37,"chromosome_1",0.4585
"135",37,"chromosome_1",0.4585
"136",38,"chromosome_1",0.324
"137",39,"chromosome_1",1
"138",39,"chromosome_1",1
"139",39,"chromosome_1",1
"140",40,"chromosome_1",1
"141",41,"chromosome_1",0.386
"142",42,"chromosome_1",1
"143",42,"chromosome_1",1
"144",42,"chromosome_1",1
"145",42,"chromosome_1",1
"146",42,"chromosome_1",1
"147",43,"chromosome_1",1
"148",43,"chromosome_1",1
"149",44,"chromosome_1",0.38
"150",44,"chromosome_1",0.38
"151",44,"chromosome_1",0.38
"152",44,"chromosome_1",0.38
"153",44,"chromosome_1",0.38
"154",44,"chromosome_1",0.38
"155",44,"chromosome_1",0.38
"156",44,"chromosome_1",0.38
"157",44,"chromosome_1",0.38
"158",44,"chromosome_1",0.38
"159",44,"chromosome_1",0.38
"160",44,"chromosome_1",0.38
"161",44,"chromosome_1",0.38
"162",44,"chromosome_1",0.38
"163",44,"chromosome_1",0.38
"164",44,"chromosome_1",0.38
"165",44,"chromosome_1",0.38
"166",44,"chromosome_1",0.38
"167",44,"chromosome_1",0.38
"168",44,"chromosome_1",0.38
"169",44,"chromosome_1",0.38
"170",45,"chromosome_1",1
"171",44,"chromosome_1",0.38
"172",44,"chromosome_1",0.38
"173",44,"chromosome_1",0.38
"174",44,"chromosome_1",0.38
"175",44,"chromosome_1",0.38
"176",44,"chromosome_1",0.38
"177",44,"chromosome_1",0.38
"178",44,"chromosome_1",0.38
"179",44,"chromosome_1",0.38
"180",44,"chromosome_1",0.38
"181",44,"chromosome_1",0.38
"182",44,"chromosome_1",0.38
"183",46,"chromosome_1",0.206
"184",47,"chromosome_1",0.2995
"185",48,"chromosome_1",0.4225
"186",48,"chromosome_1",0.4225
"187",49,"chromosome_1",1
"188",50,"chromosome_1",0.3645
"189",51,"chromosome_1",1
"190",50,"chromosome_1",0.3645
"191",52,"chromosome_1",0.412
"192",53,"chromosome_1",1
"193",53,"chromosome_1",1
"194",53,"chromosome_1",1
"195",53,"chromosome_1",1
"196",53,"chromosome_1",1
"197",53,"chromosome_1",1
"198",53,"chromosome_1",1
"199",53,"chromosome_1",1
"200",53,"chromosome_1",1
"201",53,"chromosome_1",1
"202",53,"chromosome_1",1
"203",53,"chromosome_1",1
"204",53,"chromosome_1",1
"205",53,"chromosome_1",1
"206",53,"chromosome_1",1
"207",53,"chromosome_1",1
"208",53,"chromosome_1",1
"209",53,"chromosome_1",1
"210",53,"chromosome_1",1
"211",54,"chromosome_1",0.3585
"212",54,"chromosome_1",0.3585
"213",54,"chromosome_1",0.3585
"214",55,"chromosome_1",0.186
"215",55,"chromosome_1",0.186
"216",56,"chromosome_1",1
"217",56,"chromosome_1",1
"218",56,"chromosome_1",1
"219",56,"chromosome_1",1
"220",57,"chromosome_1",1
"221",57,"chromosome_1",1
"222",57,"chromosome_1",1
"223",58,"chromosome_1",1
"224",58,"chromosome_1",1
"225",58,"chromosome_1",1
"226",58,"chromosome_1",1
"227",58,"chromosome_1",1
"228",58,"chromosome_1",1
"229",58,"chromosome_1",1
"230",59,"chromosome_1",0.384
"231",59,"chromosome_1",0.384
"232",59,"chromosome_1",0.384
"233",59,"chromosome_1",0.384
"234",59,"chromosome_1",0.384
"235",59,"chromosome_1",0.384
"236",59,"chromosome_1",0.384
"237",60,"chromosome_1",0.181
"238",60,"chromosome_1",0.181
"239",60,"chromosome_1",0.181
"240",60,"chromosome_1",0.181
"241",60,"chromosome_1",0.181
"242",60,"chromosome_1",0.181
"243",60,"chromosome_1",0.181
"244",60,"chromosome_1",0.181
"245",60,"chromosome_1",0.181
"246",60,"chromosome_1",0.181
"247",60,"chromosome_1",0.181
"248",60,"chromosome_1",0.181
"249",60,"chromosome_1",0.181
"250",60,"chromosome_1",0.181
"251",60,"chromosome_1",0.181
"252",61,"chromosome_1",1
"253",62,"chromosome_1",1
"254",61,"chromosome_1",1
"255",61,"chromosome_1",1
"256",61,"chromosome_1",1
"257",61,"chromosome_1",1
"258",61,"chromosome_1",1
"259",63,"chromosome_1",0.0655
"260",63,"chromosome_1",0.0655
"261",63,"chromosome_1",0.0655
"262",63,"chromosome_1",0.0655
"263",63,"chromosome_1",0.0655
"264",63,"chromosome_1",0.0655
"265",63,"chromosome_1",0.0655
"266",63,"chromosome_1",0.0655
"267",64,"chromosome_1",0.0455
"268",64,"chromosome_1",0.0455
"269",64,"chromosome_1",0.0455
"270",64,"chromosome_1",0.0455
"271",64,"chromosome_1",0.0455
"272",64,"chromosome_1",0.0455
"273",64,"chromosome_1",0.0455
"274",64,"chromosome_1",0.0455
"275",64,"chromosome_1",0.0455
"276",64,"chromosome_1",0.0455
"277",64,"chromosome_1",0.0455
"278",64,"chromosome_1",0.0455
"279",65,"chromosome_1",0.051
"280",65,"chromosome_1",0.051
"281",66,"chromosome_1",0.05
"282",67,"chromosome_1",0.0575
"283",67,"chromosome_1",0.0575
"284",67,"chromosome_1",0.0575
"285",67,"chromosome_1",0.0575
"286",67,"chromosome_1",0.0575
"287",67,"chromosome_1",0.0575
"288",67,"chromosome_1",0.0575
"289",68,"chromosome_1",0.308
"290",68,"chromosome_1",0.308
"291",68,"chromosome_1",0.308
"292",68,"chromosome_1",0.308
"293",68,"chromosome_1",0.308
"294",68,"chromosome_1",0.308
"295",68,"chromosome_1",0.308
"296",68,"chromosome_1",0.308
"297",68,"chromosome_1",0.308
"298",68,"chromosome_1",0.308
"299",68,"chromosome_1",0.308
"300",68,"chromosome_1",0.308
"301",68,"chromosome_1",0.308
"302",68,"chromosome_1",0.308
"303",68,"chromosome_1",0.308
"304",68,"chromosome_1",0.308
"305",69,"chromosome_1",1
"306",69,"chromosome_1",1
"307",69,"chromosome_1",1
"308",70,"chromosome_1",1
"309",71,"chromosome_1",1
"310",71,"chromosome_1",1
"311",71,"chromosome_1",1
"312",71,"chromosome_1",1
"313",72,"chromosome_1",1
"314",73,"chromosome_1",0.329
"315",74,"chromosome_1",0.448
"316",75,"chromosome_1",1
"317",76,"chromosome_1",1
"318",76,"chromosome_1",1
"319",77,"chromosome_1",1
"320",78,"chromosome_1",1
"321",79,"chromosome_1",1
"322",80,"chromosome_1",1
"323",80,"chromosome_1",1
"324",81,"chromosome_1",1
"325",81,"chromosome_1",1
"326",82,"chromosome_1",1
"327",83,"chromosome_1",1
"328",84,"chromosome_1",1
"329",85,"chromosome_1",1
"330",85,"chromosome_1",1
"331",85,"chromosome_1",1
"332",85,"chromosome_1",1
"333",85,"chromosome_1",1
"334",86,"chromosome_1",1
"335",87,"chromosome_1",1
"336",88,"chromosome_1",1
"337",89,"chromosome_1",0.1485
"338",90,"chromosome_1",0.003
"339",91,"chromosome_1",0.004
"340",92,"chromosome_1",0.014
"341",93,"chromosome_1",0.022
"342",94,"chromosome_1",0.041
"343",94,"chromosome_1",0.041
"344",94,"chromosome_1",0.041
"345",95,"chromosome_1",0.007
"346",95,"chromosome_1",0.007
"347",96,"chromosome_1",0.0045
"348",97,"chromosome_1",0.0045
"349",98,"chromosome_1",0.0045
"350",98,"chromosome_1",0.0045
"351",99,"chromosome_1",1
"352",100,"chromosome_1",0.129
"353",NA,"chromosome_1",NA
"354",NA,"chromosome_1",NA
"355",101,"chromosome_1",0.0715
"356",102,"chromosome_1",0.1405
"357",102,"chromosome_1",0.1405
"358",103,"chromosome_1",0.1915
"359",103,"chromosome_1",0.1915
"360",103,"chromosome_1",0.1915
"361",103,"chromosome_1",0.1915
"362",103,"chromosome_1",0.1915
"363",103,"chromosome_1",0.1915
"364",103,"chromosome_1",0.1915
"365",103,"chromosome_1",0.1915
"366",103,"chromosome_1",0.1915
"367",103,"chromosome_1",0.1915
"368",103,"chromosome_1",0.1915
"369",103,"chromosome_1",0.1915
"370",103,"chromosome_1",0.1915
"371",103,"chromosome_1",0.1915
"372",103,"chromosome_1",0.1915
"373",103,"chromosome_1",0.1915
"374",103,"chromosome_1",0.1915
"375",103,"chromosome_1",0.1915
"376",104,"chromosome_1",0.0025
"377",104,"chromosome_1",0.0025
"378",103,"chromosome_1",0.1915
"379",103,"chromosome_1",0.1915
"380",103,"chromosome_1",0.1915
"381",103,"chromosome_1",0.1915
"382",103,"chromosome_1",0.1915
"383",103,"chromosome_1",0.1915
"384",103,"chromosome_1",0.1915
"385",105,"chromosome_1",0.069
"386",105,"chromosome_1",0.069
"387",105,"chromosome_1",0.069
"388",105,"chromosome_1",0.069
"389",105,"chromosome_1",0.069
"390",105,"chromosome_1",0.069
"391",105,"chromosome_1",0.069
"392",105,"chromosome_1",0.069
"393",106,"chromosome_1",0.0185
"394",105,"chromosome_1",0.069
"395",105,"chromosome_1",0.069
"396",105,"chromosome_1",0.069
"397",107,"chromosome_1",0.013
"398",108,"chromosome_1",0.043
"399",109,"chromosome_1",0.0485
"400",110,"chromosome_1",0.0415
"401",110,"chromosome_1",0.0415
"402",110,"chromosome_1",0.0415
"403",110,"chromosome_1",0.0415
"404",110,"chromosome_1",0.0415
"405",110,"chromosome_1",0.0415
"406",110,"chromosome_1",0.0415
"407",110,"chromosome_1",0.0415
"408",110,"chromosome_1",0.0415
"409",110,"chromosome_1",0.0415
"410",110,"chromosome_1",0.0415
"411",110,"chromosome_1",0.0415
"412",111,"chromosome_1",0.099
"413",112,"chromosome_1",0.147
"414",NA,"chromosome_1",NA
"415",NA,"chromosome_1",NA
"416",112,"chromosome_1",0.147
"417",113,"chromosome_1",0.377
"418",113,"chromosome_1",0.377
"419",113,"chromosome_1",0.377
"420",113,"chromosome_1",0.377
"421",114,"chromosome_1",0.387
"422",114,"chromosome_1",0.387
"423",115,"chromosome_1",0.1665
"424",115,"chromosome_1",0.1665
"425",115,"chromosome_1",0.1665
"426",116,"chromosome_1",0.176
"427",116,"chromosome_1",0.176
"428",116,"chromosome_1",0.176
"429",117,"chromosome_1",1
"430",117,"chromosome_1",1
"431",117,"chromosome_1",1
"432",118,"chromosome_1",0.156
"433",119,"chromosome_1",0.259
"434",NA,"chromosome_1",NA
"435",NA,"chromosome_1",NA
"436",NA,"chromosome_1",NA
"437",NA,"chromosome_1",NA
"438",120,"chromosome_1",1
"439",NA,"chromosome_1",NA
"440",121,"chromosome_1",0.2805
"441",122,"chromosome_1",0.3
"442",123,"chromosome_1",1
"443",123,"chromosome_1",1
"444",124,"chromosome_1",1
"445",124,"chromosome_1",1
"446",124,"chromosome_1",1
"447",124,"chromosome_1",1
"448",124,"chromosome_1",1
"449",124,"chromosome_1",1
"450",124,"chromosome_1",1
"451",124,"chromosome_1",1
"452",124,"chromosome_1",1
"453",124,"chromosome_1",1
"454",124,"chromosome_1",1
"455",124,"chromosome_1",1
"456",124,"chromosome_1",1
"457",124,"chromosome_1",1
"458",124,"chromosome_1",1
"459",124,"chromosome_1",1
"460",124,"chromosome_1",1
"461",124,"chromosome_1",1
"462",124,"chromosome_1",1
"463",124,"chromosome_1",1
"464",124,"chromosome_1",1
"465",124,"chromosome_1",1
"466",124,"chromosome_1",1
"467",124,"chromosome_1",1
"468",124,"chromosome_1",1
"469",124,"chromosome_1",1
"470",124,"chromosome_1",1
"471",124,"chromosome_1",1
"472",124,"chromosome_1",1
"473",124,"chromosome_1",1
"474",124,"chromosome_1",1
"475",124,"chromosome_1",1
"476",124,"chromosome_1",1
"477",124,"chromosome_1",1
"478",124,"chromosome_1",1
"479",124,"chromosome_1",1
"480",124,"chromosome_1",1
"481",124,"chromosome_1",1
"482",124,"chromosome_1",1
"483",124,"chromosome_1",1
"484",125,"chromosome_1",0.1465
"485",125,"chromosome_1",0.1465
"486",125,"chromosome_1",0.1465
"487",125,"chromosome_1",0.1465
"488",126,"chromosome_1",0.17
"489",127,"chromosome_1",0.363
"490",127,"chromosome_1",0.363
"491",127,"chromosome_1",0.363
"492",127,"chromosome_1",0.363
"493",127,"chromosome_1",0.363
"494",128,"chromosome_1",1
"495",128,"chromosome_1",1
"496",128,"chromosome_1",1
"497",128,"chromosome_1",1
"498",128,"chromosome_1",1
"499",129,"chromosome_1",1
"500",130,"chromosome_1",0.3685
"501",130,"chromosome_1",0.3685
"502",130,"chromosome_1",0.3685
"503",131,"chromosome_1",0.366
"504",131,"chromosome_1",0.366
"505",132,"chromosome_1",1
"506",133,"chromosome_1",0.4245
"507",133,"chromosome_1",0.4245
"508",133,"chromosome_1",0.4245
"509",134,"chromosome_1",1
"510",134,"chromosome_1",1
"511",134,"chromosome_1",1
"512",134,"chromosome_1",1
"513",134,"chromosome_1",1
"514",134,"chromosome_1",1
"515",134,"chromosome_1",1
"516",134,"chromosome_1",1
"517",134,"chromosome_1",1
"518",134,"chromosome_1",1
"519",134,"chromosome_1",1
"520",134,"chromosome_1",1
"521",134,"chromosome_1",1
"522",134,"chromosome_1",1
"523",134,"chromosome_1",1
"524",134,"chromosome_1",1
"525",135,"chromosome_1",1
"526",135,"chromosome_1",1
"527",135,"chromosome_1",1
"528",135,"chromosome_1",1
"529",135,"chromosome_1",1
"530",135,"chromosome_1",1
"531",135,"chromosome_1",1
"532",136,"chromosome_1",0.529
"533",137,"chromosome_1",1
"534",137,"chromosome_1",1
"535",137,"chromosome_1",1
"536",137,"chromosome_1",1
"537",138,"chromosome_1",1
"538",138,"chromosome_1",1
"539",138,"chromosome_1",1
"540",139,"chromosome_1",0.3755
"541",140,"chromosome_1",0.5215
"542",141,"chromosome_1",1
"543",142,"chromosome_1",0.3685
"544",143,"chromosome_1",0.2515
"545",143,"chromosome_1",0.2515
"546",144,"chromosome_1",0.4285
"547",144,"chromosome_1",0.4285
"548",144,"chromosome_1",0.4285
"549",144,"chromosome_1",0.4285
"550",144,"chromosome_1",0.4285
"551",144,"chromosome_1",0.4285
"552",145,"chromosome_1",0.255
"553",145,"chromosome_1",0.255
"554",145,"chromosome_1",0.255
"555",146,"chromosome_1",0.007
"556",146,"chromosome_1",0.007
"557",146,"chromosome_1",0.007
"558",147,"chromosome_1",0.003
"559",147,"chromosome_1",0.003
"560",147,"chromosome_1",0.003
"561",147,"chromosome_1",0.003
"562",147,"chromosome_1",0.003
"563",147,"chromosome_1",0.003
"564",147,"chromosome_1",0.003
"565",147,"chromosome_1",0.003
"566",147,"chromosome_1",0.003
"567",148,"chromosome_1",0.002
"568",148,"chromosome_1",0.002
"569",148,"chromosome_1",0.002
"570",148,"chromosome_1",0.002
"571",148,"chromosome_1",0.002
"572",149,"chromosome_1",0.025
"573",149,"chromosome_1",0.025
"574",149,"chromosome_1",0.025
"575",149,"chromosome_1",0.025
"576",150,"chromosome_1",0.027
"577",149,"chromosome_1",0.025
"578",149,"chromosome_1",0.025
"579",149,"chromosome_1",0.025
"580",149,"chromosome_1",0.025
"581",149,"chromosome_1",0.025
"582",149,"chromosome_1",0.025
"583",149,"chromosome_1",0.025
"584",151,"chromosome_1",0.001
"585",151,"chromosome_1",0.001
"586",152,"chromosome_1",0.001
"587",152,"chromosome_1",0.001
"588",152,"chromosome_1",0.001
"589",152,"chromosome_1",0.001
"590",152,"chromosome_1",0.001
"591",152,"chromosome_1",0.001
"592",152,"chromosome_1",0.001
"593",152,"chromosome_1",0.001
"594",152,"chromosome_1",0.001
"595",152,"chromosome_1",0.001
"596",152,"chromosome_1",0.001
"597",152,"chromosome_1",0.001
"598",152,"chromosome_1",0.001
"599",152,"chromosome_1",0.001
"600",152,"chromosome_1",0.001
"601",152,"chromosome_1",0.001
"602",152,"chromosome_1",0.001
"603",152,"chromosome_1",0.001
"604",152,"chromosome_1",0.001
"605",153,"chromosome_1",0.001
"606",153,"chromosome_1",0.001
"607",153,"chromosome_1",0.001
"608",154,"chromosome_1",5e-04
"609",155,"chromosome_1",5e-04
"610",155,"chromosome_1",5e-04
"611",155,"chromosome_1",5e-04
"612",156,"chromosome_1",0.0405
"613",156,"chromosome_1",0.0405
"614",156,"chromosome_1",0.0405
"615",156,"chromosome_1",0.0405
"616",156,"chromosome_1",0.0405
"617",156,"chromosome_1",0.0405
"618",157,"chromosome_1",0.266
"619",156,"chromosome_1",0.0405
"620",156,"chromosome_1",0.0405
"621",156,"chromosome_1",0.0405
"622",156,"chromosome_1",0.0405
"623",156,"chromosome_1",0.0405
"624",156,"chromosome_1",0.0405
"625",156,"chromosome_1",0.0405
"626",156,"chromosome_1",0.0405
"627",156,"chromosome_1",0.0405
"628",156,"chromosome_1",0.0405
"629",156,"chromosome_1",0.0405
"630",156,"chromosome_1",0.0405
"631",156,"chromosome_1",0.0405
"632",156,"chromosome_1",0.0405
"633",156,"chromosome_1",0.0405
"634",156,"chromosome_1",0.0405
"635",156,"chromosome_1",0.0405
"636",156,"chromosome_1",0.0405
"637",156,"chromosome_1",0.0405
"638",156,"chromosome_1",0.0405
"639",156,"chromosome_1",0.0405
"640",156,"chromosome_1",0.0405
"641",156,"chromosome_1",0.0405
"642",156,"chromosome_1",0.0405
"643",156,"chromosome_1",0.0405
"644",156,"chromosome_1",0.0405
"645",156,"chromosome_1",0.0405
"646",156,"chromosome_1",0.0405
"647",156,"chromosome_1",0.0405
"648",156,"chromosome_1",0.0405
"649",156,"chromosome_1",0.0405
"650",156,"chromosome_1",0.0405
"651",156,"chromosome_1",0.0405
"652",156,"chromosome_1",0.0405
"653",156,"chromosome_1",0.0405
"654",156,"chromosome_1",0.0405
"655",156,"chromosome_1",0.0405
"656",156,"chromosome_1",0.0405
"657",156,"chromosome_1",0.0405
"658",156,"chromosome_1",0.0405
"659",156,"chromosome_1",0.0405
"660",156,"chromosome_1",0.0405
"661",156,"chromosome_1",0.0405
"662",156,"chromosome_1",0.0405
"663",156,"chromosome_1",0.0405
"664",156,"chromosome_1",0.0405
"665",156,"chromosome_1",0.0405
"666",156,"chromosome_1",0.0405
"667",156,"chromosome_1",0.0405
"668",156,"chromosome_1",0.0405
"669",156,"chromosome_1",0.0405
"670",156,"chromosome_1",0.0405
"671",156,"chromosome_1",0.0405
"672",156,"chromosome_1",0.0405
"673",158,"chromosome_1",0.0645
"674",159,"chromosome_1",0.361
"675",160,"chromosome_1",0.535
"676",161,"chromosome_1",0.2945
"677",161,"chromosome_1",0.2945
"678",161,"chromosome_1",0.2945
"679",161,"chromosome_1",0.2945
"680",161,"chromosome_1",0.2945
"681",162,"chromosome_1",0.096
"682",156,"chromosome_1",0.0405
"683",156,"chromosome_1",0.0405
"684",156,"chromosome_1",0.0405
"685",156,"chromosome_1",0.0405
"686",156,"chromosome_1",0.0405
"687",156,"chromosome_1",0.0405
"688",156,"chromosome_1",0.0405
"689",156,"chromosome_1",0.0405
"690",156,"chromosome_1",0.0405
"691",156,"chromosome_1",0.0405
"692",156,"chromosome_1",0.0405
"693",156,"chromosome_1",0.0405
"694",156,"chromosome_1",0.0405
"695",156,"chromosome_1",0.0405
"696",NA,"chromosome_1",NA
"697",NA,"chromosome_1",NA
"698",NA,"chromosome_1",NA
"699",156,"chromosome_1",0.0405
"700",156,"chromosome_1",0.0405
"701",156,"chromosome_1",0.0405
"702",163,"chromosome_1",0.0185
"703",NA,"chromosome_1",NA
"704",NA,"chromosome_1",NA
"705",NA,"chromosome_1",NA
"706",NA,"chromosome_1",NA
"707",164,"chromosome_1",0.001
"708",164,"chromosome_1",0.001
"709",164,"chromosome_1",0.001
"710",164,"chromosome_1",0.001
"711",165,"chromosome_1",5e-04
"712",165,"chromosome_1",5e-04
"713",166,"chromosome_1",5e-04
"714",166,"chromosome_1",5e-04
"715",167,"chromosome_1",0.001
"716",166,"chromosome_1",5e-04
"717",166,"chromosome_1",5e-04
"718",166,"chromosome_1",5e-04
"719",166,"chromosome_1",5e-04
"720",166,"chromosome_1",5e-04
"721",166,"chromosome_1",5e-04
"722",166,"chromosome_1",5e-04
"723",166,"chromosome_1",5e-04
"724",166,"chromosome_1",5e-04
"725",166,"chromosome_1",5e-04
"726",166,"chromosome_1",5e-04
"727",166,"chromosome_1",5e-04
"728",166,"chromosome_1",5e-04
"729",166,"chromosome_1",5e-04
"730",166,"chromosome_1",5e-04
"731",166,"chromosome_1",5e-04
"732",166,"chromosome_1",5e-04
"733",166,"chromosome_1",5e-04
"734",166,"chromosome_1",5e-04
"735",166,"chromosome_1",5e-04
"736",166,"chromosome_1",5e-04
"737",166,"chromosome_1",5e-04
"738",166,"chromosome_1",5e-04
"739",166,"chromosome_1",5e-04
"740",166,"chromosome_1",5e-04
"741",166,"chromosome_1",5e-04
"742",166,"chromosome_1",5e-04
"743",166,"chromosome_1",5e-04
"744",166,"chromosome_1",5e-04
"745",166,"chromosome_1",5e-04
"746",166,"chromosome_1",5e-04
"747",168,"chromosome_1",5e-04
"748",168,"chromosome_1",5e-04
"749",169,"chromosome_1",5e-04
"750",169,"chromosome_1",5e-04
"751",169,"chromosome_1",5e-04
"752",169,"chromosome_1",5e-04
"753",169,"chromosome_1",5e-04
"754",169,"chromosome_1",5e-04
"755",169,"chromosome_1",5e-04
"756",169,"chromosome_1",5e-04
"757",169,"chromosome_1",5e-04
"758",169,"chromosome_1",5e-04
"759",169,"chromosome_1",5e-04
"760",169,"chromosome_1",5e-04
"761",169,"chromosome_1",5e-04
"762",169,"chromosome_1",5e-04
"763",169,"chromosome_1",5e-04
"764",169,"chromosome_1",5e-04
"765",169,"chromosome_1",5e-04
"766",169,"chromosome_1",5e-04
"767",169,"chromosome_1",5e-04
"768",169,"chromosome_1",5e-04
"769",169,"chromosome_1",5e-04
"770",169,"chromosome_1",5e-04
"771",169,"chromosome_1",5e-04
"772",169,"chromosome_1",5e-04
"773",169,"chromosome_1",5e-04
"774",169,"chromosome_1",5e-04
"775",169,"chromosome_1",5e-04
"776",169,"chromosome_1",5e-04
"777",169,"chromosome_1",5e-04
"778",169,"chromosome_1",5e-04
"779",169,"chromosome_1",5e-04
"780",169,"chromosome_1",5e-04
"781",169,"chromosome_1",5e-04
"782",169,"chromosome_1",5e-04
"783",169,"chromosome_1",5e-04
"784",169,"chromosome_1",5e-04
"785",169,"chromosome_1",5e-04
"786",169,"chromosome_1",5e-04
"787",169,"chromosome_1",5e-04
"788",169,"chromosome_1",5e-04
"789",169,"chromosome_1",5e-04
"790",169,"chromosome_1",5e-04
"791",169,"chromosome_1",5e-04
"792",169,"chromosome_1",5e-04
"793",169,"chromosome_1",5e-04
"794",169,"chromosome_1",5e-04
"795",169,"chromosome_1",5e-04
"796",169,"chromosome_1",5e-04
"797",169,"chromosome_1",5e-04
"798",169,"chromosome_1",5e-04
"799",169,"chromosome_1",5e-04
"800",NA,"chromosome_1",NA
"801",NA,"chromosome_1",NA
"802",NA,"chromosome_1",NA
"803",NA,"chromosome_1",NA
"804",NA,"chromosome_1",NA
"805",170,"chromosome_1",0.024
"806",NA,"chromosome_1",NA
"807",NA,"chromosome_1",NA
"808",169,"chromosome_1",5e-04
"809",169,"chromosome_1",5e-04
"810",169,"chromosome_1",5e-04
"811",169,"chromosome_1",5e-04
"812",169,"chromosome_1",5e-04
"813",169,"chromosome_1",5e-04
"814",169,"chromosome_1",5e-04
"815",NA,"chromosome_1",NA
"816",NA,"chromosome_1",NA
"817",169,"chromosome_1",5e-04
"818",169,"chromosome_1",5e-04
"819",169,"chromosome_1",5e-04
"820",169,"chromosome_1",5e-04
"821",169,"chromosome_1",5e-04
"822",169,"chromosome_1",5e-04
"823",169,"chromosome_1",5e-04
"824",169,"chromosome_1",5e-04
"825",169,"chromosome_1",5e-04
"826",169,"chromosome_1",5e-04
"827",169,"chromosome_1",5e-04
"828",169,"chromosome_1",5e-04
"829",169,"chromosome_1",5e-04
"830",169,"chromosome_1",5e-04
"831",169,"chromosome_1",5e-04
