"","haplogroup","chr","p_val"
"241",51,"chromosome_1",1
"242",51,"chromosome_1",1
"243",51,"chromosome_1",1
"244",51,"chromosome_1",1
"245",51,"chromosome_1",1
"246",52,"chromosome_1",0.2948
"247",52,"chromosome_1",0.2948
"248",52,"chromosome_1",0.2948
"249",52,"chromosome_1",0.2948
"250",52,"chromosome_1",0.2948
"251",52,"chromosome_1",0.2948
"252",52,"chromosome_1",0.2948
"253",52,"chromosome_1",0.2948
"254",53,"chromosome_1",1
"255",53,"chromosome_1",1
"256",53,"chromosome_1",1
"257",53,"chromosome_1",1
"258",53,"chromosome_1",1
"259",53,"chromosome_1",1
"260",53,"chromosome_1",1
"261",53,"chromosome_1",1
"262",53,"chromosome_1",1
"263",53,"chromosome_1",1
"264",53,"chromosome_1",1
"265",53,"chromosome_1",1
"266",54,"chromosome_1",1
"267",54,"chromosome_1",1
"268",55,"chromosome_1",0.4597
"269",56,"chromosome_1",0.4039
"270",56,"chromosome_1",0.4039
"271",56,"chromosome_1",0.4039
"272",56,"chromosome_1",0.4039
"273",56,"chromosome_1",0.4039
"274",56,"chromosome_1",0.4039
"275",56,"chromosome_1",0.4039
"276",57,"chromosome_1",0.45985
"277",57,"chromosome_1",0.45985
"278",57,"chromosome_1",0.45985
"279",57,"chromosome_1",0.45985
"280",57,"chromosome_1",0.45985
"281",57,"chromosome_1",0.45985
"282",57,"chromosome_1",0.45985
"283",57,"chromosome_1",0.45985
"284",57,"chromosome_1",0.45985
"285",57,"chromosome_1",0.45985
"286",57,"chromosome_1",0.45985
"287",57,"chromosome_1",0.45985
"288",57,"chromosome_1",0.45985
"289",57,"chromosome_1",0.45985
"290",57,"chromosome_1",0.45985
"291",58,"chromosome_1",1
"292",58,"chromosome_1",1
"293",58,"chromosome_1",1
"294",59,"chromosome_1",0.47885
"295",60,"chromosome_1",0.44695
"296",60,"chromosome_1",0.44695
"297",60,"chromosome_1",0.44695
"298",60,"chromosome_1",0.44695
"299",61,"chromosome_1",0.35165
"300",62,"chromosome_1",0.2274
"301",63,"chromosome_1",0.24295
"302",64,"chromosome_1",1
"303",64,"chromosome_1",1
"304",65,"chromosome_1",0.32125
"305",66,"chromosome_1",1
"306",67,"chromosome_1",1
"307",68,"chromosome_1",1
"308",68,"chromosome_1",1
"309",69,"chromosome_1",1
"310",69,"chromosome_1",1
"311",70,"chromosome_1",1
"312",71,"chromosome_1",1
"313",72,"chromosome_1",1
"314",73,"chromosome_1",0.4172
"315",73,"chromosome_1",0.4172
"316",73,"chromosome_1",0.4172
"317",73,"chromosome_1",0.4172
"318",73,"chromosome_1",0.4172
"319",74,"chromosome_1",1
"320",75,"chromosome_1",1
"321",76,"chromosome_1",1
"322",77,"chromosome_1",1
"323",78,"chromosome_1",1
"324",NA,"chromosome_1",NA
"325",79,"chromosome_1",1
"326",80,"chromosome_1",1
"327",81,"chromosome_1",0.1527
"328",81,"chromosome_1",0.1527
"329",81,"chromosome_1",0.1527
"330",82,"chromosome_1",1
"331",82,"chromosome_1",1
"332",83,"chromosome_1",1
"333",84,"chromosome_1",1
"334",85,"chromosome_1",1
"335",85,"chromosome_1",1
"336",86,"chromosome_1",0.11775
"337",87,"chromosome_1",0.14635
"338",88,"chromosome_1",0.26765
"339",89,"chromosome_1",0.3528
"340",89,"chromosome_1",0.3528
"341",89,"chromosome_1",0.3528
"342",89,"chromosome_1",0.3528
"343",89,"chromosome_1",0.3528
"344",89,"chromosome_1",0.3528
"345",89,"chromosome_1",0.3528
"346",89,"chromosome_1",0.3528
"347",89,"chromosome_1",0.3528
"348",89,"chromosome_1",0.3528
"349",89,"chromosome_1",0.3528
"350",89,"chromosome_1",0.3528
"351",89,"chromosome_1",0.3528
"352",89,"chromosome_1",0.3528
"353",89,"chromosome_1",0.3528
"354",89,"chromosome_1",0.3528
"355",89,"chromosome_1",0.3528
"356",89,"chromosome_1",0.3528
"357",89,"chromosome_1",0.3528
"358",89,"chromosome_1",0.3528
"359",90,"chromosome_1",1
"360",90,"chromosome_1",1
"361",89,"chromosome_1",0.3528
"362",89,"chromosome_1",0.3528
"363",89,"chromosome_1",0.3528
"364",89,"chromosome_1",0.3528
"365",89,"chromosome_1",0.3528
"366",89,"chromosome_1",0.3528
"367",89,"chromosome_1",0.3528
"368",91,"chromosome_1",1
"369",91,"chromosome_1",1
"370",91,"chromosome_1",1
"371",91,"chromosome_1",1
"372",91,"chromosome_1",1
"373",91,"chromosome_1",1
"374",91,"chromosome_1",1
"375",91,"chromosome_1",1
"376",92,"chromosome_1",0.3996
"377",91,"chromosome_1",1
"378",91,"chromosome_1",1
"379",91,"chromosome_1",1
"380",93,"chromosome_1",0.0331
"381",94,"chromosome_1",0.10125
"382",95,"chromosome_1",1
"383",96,"chromosome_1",0.41275
"384",96,"chromosome_1",0.41275
"385",96,"chromosome_1",0.41275
"386",96,"chromosome_1",0.41275
"387",96,"chromosome_1",0.41275
"388",96,"chromosome_1",0.41275
"389",96,"chromosome_1",0.41275
"390",96,"chromosome_1",0.41275
"391",96,"chromosome_1",0.41275
"392",96,"chromosome_1",0.41275
"393",96,"chromosome_1",0.41275
"394",96,"chromosome_1",0.41275
"395",96,"chromosome_1",0.41275
"396",97,"chromosome_1",0.31055
"397",97,"chromosome_1",0.31055
"398",98,"chromosome_1",0.3097
"399",98,"chromosome_1",0.3097
"400",98,"chromosome_1",0.3097
"401",98,"chromosome_1",0.3097
"402",99,"chromosome_1",1
"403",99,"chromosome_1",1
"404",100,"chromosome_1",0.2152
"405",100,"chromosome_1",0.2152
"406",100,"chromosome_1",0.2152
"407",100,"chromosome_1",0.2152
"408",100,"chromosome_1",0.2152
"409",101,"chromosome_1",0.22475
"410",101,"chromosome_1",0.22475
"411",101,"chromosome_1",0.22475
"412",102,"chromosome_1",0.0776
"413",103,"chromosome_1",0.0726
"414",NA,"chromosome_1",NA
"415",NA,"chromosome_1",NA
"416",NA,"chromosome_1",NA
"417",NA,"chromosome_1",NA
"418",104,"chromosome_1",0.1298
"419",NA,"chromosome_1",NA
"420",105,"chromosome_1",0.05615
"421",106,"chromosome_1",0.02815
"422",107,"chromosome_1",0.0482
"423",107,"chromosome_1",0.0482
"424",108,"chromosome_1",0.0216
"425",108,"chromosome_1",0.0216
"426",108,"chromosome_1",0.0216
"427",108,"chromosome_1",0.0216
"428",108,"chromosome_1",0.0216
"429",108,"chromosome_1",0.0216
"430",108,"chromosome_1",0.0216
"431",108,"chromosome_1",0.0216
"432",108,"chromosome_1",0.0216
"433",108,"chromosome_1",0.0216
"434",108,"chromosome_1",0.0216
"435",108,"chromosome_1",0.0216
"436",108,"chromosome_1",0.0216
"437",108,"chromosome_1",0.0216
"438",108,"chromosome_1",0.0216
"439",108,"chromosome_1",0.0216
"440",108,"chromosome_1",0.0216
"441",108,"chromosome_1",0.0216
"442",108,"chromosome_1",0.0216
"443",108,"chromosome_1",0.0216
"444",108,"chromosome_1",0.0216
"445",108,"chromosome_1",0.0216
"446",108,"chromosome_1",0.0216
"447",108,"chromosome_1",0.0216
"448",108,"chromosome_1",0.0216
"449",108,"chromosome_1",0.0216
"450",108,"chromosome_1",0.0216
"451",108,"chromosome_1",0.0216
"452",108,"chromosome_1",0.0216
"453",108,"chromosome_1",0.0216
"454",108,"chromosome_1",0.0216
"455",108,"chromosome_1",0.0216
"456",108,"chromosome_1",0.0216
"457",108,"chromosome_1",0.0216
"458",108,"chromosome_1",0.0216
"459",108,"chromosome_1",0.0216
"460",108,"chromosome_1",0.0216
"461",108,"chromosome_1",0.0216
"462",108,"chromosome_1",0.0216
"463",109,"chromosome_1",1
"464",109,"chromosome_1",1
"465",109,"chromosome_1",1
"466",109,"chromosome_1",1
"467",110,"chromosome_1",1
"468",111,"chromosome_1",1
"469",111,"chromosome_1",1
"470",111,"chromosome_1",1
"471",111,"chromosome_1",1
"472",111,"chromosome_1",1
"473",112,"chromosome_1",1
"474",112,"chromosome_1",1
"475",112,"chromosome_1",1
"476",112,"chromosome_1",1
"477",112,"chromosome_1",1
"478",113,"chromosome_1",1
"479",114,"chromosome_1",1
"480",114,"chromosome_1",1
"481",114,"chromosome_1",1
"482",115,"chromosome_1",1
"483",115,"chromosome_1",1
"484",116,"chromosome_1",0.49
"485",117,"chromosome_1",0.44795
"486",117,"chromosome_1",0.44795
"487",117,"chromosome_1",0.44795
"488",118,"chromosome_1",1
"489",118,"chromosome_1",1
"490",118,"chromosome_1",1
"491",118,"chromosome_1",1
"492",118,"chromosome_1",1
"493",118,"chromosome_1",1
"494",118,"chromosome_1",1
"495",118,"chromosome_1",1
"496",118,"chromosome_1",1
"497",118,"chromosome_1",1
"498",118,"chromosome_1",1
"499",118,"chromosome_1",1
"500",118,"chromosome_1",1
"501",118,"chromosome_1",1
"502",118,"chromosome_1",1
"503",119,"chromosome_1",1
"504",119,"chromosome_1",1
"505",119,"chromosome_1",1
"506",119,"chromosome_1",1
"507",119,"chromosome_1",1
"508",119,"chromosome_1",1
"509",119,"chromosome_1",1
"510",120,"chromosome_1",1
"511",121,"chromosome_1",1
"512",121,"chromosome_1",1
"513",121,"chromosome_1",1
"514",121,"chromosome_1",1
"515",122,"chromosome_1",1
"516",122,"chromosome_1",1
"517",122,"chromosome_1",1
"518",123,"chromosome_1",1
"519",124,"chromosome_1",1
"520",124,"chromosome_1",1
"521",125,"chromosome_1",1
"522",126,"chromosome_1",1
"523",126,"chromosome_1",1
"524",127,"chromosome_1",1
"525",127,"chromosome_1",1
"526",127,"chromosome_1",1
"527",127,"chromosome_1",1
"528",127,"chromosome_1",1
"529",127,"chromosome_1",1
"530",128,"chromosome_1",1
"531",128,"chromosome_1",1
"532",128,"chromosome_1",1
"533",129,"chromosome_1",1
"534",129,"chromosome_1",1
"535",129,"chromosome_1",1
"536",130,"chromosome_1",1
"537",130,"chromosome_1",1
"538",130,"chromosome_1",1
"539",130,"chromosome_1",1
"540",130,"chromosome_1",1
"541",130,"chromosome_1",1
"542",130,"chromosome_1",1
"543",130,"chromosome_1",1
"544",131,"chromosome_1",0.2319
"545",131,"chromosome_1",0.2319
"546",131,"chromosome_1",0.2319
"547",131,"chromosome_1",0.2319
"548",131,"chromosome_1",0.2319
"549",132,"chromosome_1",1
"550",132,"chromosome_1",1
"551",132,"chromosome_1",1
"552",132,"chromosome_1",1
"553",132,"chromosome_1",1
"554",132,"chromosome_1",1
"555",132,"chromosome_1",1
"556",132,"chromosome_1",1
"557",132,"chromosome_1",1
"558",132,"chromosome_1",1
"559",132,"chromosome_1",1
"560",132,"chromosome_1",1
"561",133,"chromosome_1",0.0686
"562",133,"chromosome_1",0.0686
"563",134,"chromosome_1",0.052
"564",134,"chromosome_1",0.052
"565",134,"chromosome_1",0.052
"566",134,"chromosome_1",0.052
"567",134,"chromosome_1",0.052
"568",134,"chromosome_1",0.052
"569",134,"chromosome_1",0.052
"570",134,"chromosome_1",0.052
"571",134,"chromosome_1",0.052
"572",134,"chromosome_1",0.052
"573",134,"chromosome_1",0.052
"574",134,"chromosome_1",0.052
"575",134,"chromosome_1",0.052
"576",134,"chromosome_1",0.052
"577",134,"chromosome_1",0.052
"578",134,"chromosome_1",0.052
"579",134,"chromosome_1",0.052
"580",134,"chromosome_1",0.052
"581",134,"chromosome_1",0.052
"582",135,"chromosome_1",0.062
"583",135,"chromosome_1",0.062
"584",135,"chromosome_1",0.062
"585",136,"chromosome_1",0.1015
"586",137,"chromosome_1",0.1198
"587",137,"chromosome_1",0.1198
"588",137,"chromosome_1",0.1198
"589",138,"chromosome_1",0.04585
"590",138,"chromosome_1",0.04585
"591",138,"chromosome_1",0.04585
"592",138,"chromosome_1",0.04585
"593",138,"chromosome_1",0.04585
"594",138,"chromosome_1",0.04585
"595",138,"chromosome_1",0.04585
"596",138,"chromosome_1",0.04585
"597",138,"chromosome_1",0.04585
"598",138,"chromosome_1",0.04585
"599",138,"chromosome_1",0.04585
"600",138,"chromosome_1",0.04585
"601",138,"chromosome_1",0.04585
"602",138,"chromosome_1",0.04585
"603",138,"chromosome_1",0.04585
"604",138,"chromosome_1",0.04585
"605",138,"chromosome_1",0.04585
"606",138,"chromosome_1",0.04585
"607",138,"chromosome_1",0.04585
"608",138,"chromosome_1",0.04585
"609",138,"chromosome_1",0.04585
"610",138,"chromosome_1",0.04585
"611",138,"chromosome_1",0.04585
"612",138,"chromosome_1",0.04585
"613",138,"chromosome_1",0.04585
"614",138,"chromosome_1",0.04585
"615",138,"chromosome_1",0.04585
"616",138,"chromosome_1",0.04585
"617",138,"chromosome_1",0.04585
"618",138,"chromosome_1",0.04585
"619",138,"chromosome_1",0.04585
"620",138,"chromosome_1",0.04585
"621",138,"chromosome_1",0.04585
"622",138,"chromosome_1",0.04585
"623",138,"chromosome_1",0.04585
"624",138,"chromosome_1",0.04585
"625",138,"chromosome_1",0.04585
"626",138,"chromosome_1",0.04585
"627",138,"chromosome_1",0.04585
"628",138,"chromosome_1",0.04585
"629",138,"chromosome_1",0.04585
"630",138,"chromosome_1",0.04585
"631",138,"chromosome_1",0.04585
"632",138,"chromosome_1",0.04585
"633",138,"chromosome_1",0.04585
"634",138,"chromosome_1",0.04585
"635",138,"chromosome_1",0.04585
"636",138,"chromosome_1",0.04585
"637",138,"chromosome_1",0.04585
"638",138,"chromosome_1",0.04585
"639",138,"chromosome_1",0.04585
"640",138,"chromosome_1",0.04585
"641",138,"chromosome_1",0.04585
"642",138,"chromosome_1",0.04585
"643",138,"chromosome_1",0.04585
"644",138,"chromosome_1",0.04585
"645",138,"chromosome_1",0.04585
"646",138,"chromosome_1",0.04585
"647",138,"chromosome_1",0.04585
"648",138,"chromosome_1",0.04585
"649",139,"chromosome_1",1
"650",140,"chromosome_1",1
"651",141,"chromosome_1",0.2057
"652",142,"chromosome_1",0.02565
"653",142,"chromosome_1",0.02565
"654",142,"chromosome_1",0.02565
"655",143,"chromosome_1",0.0138
"656",138,"chromosome_1",0.04585
"657",138,"chromosome_1",0.04585
"658",138,"chromosome_1",0.04585
"659",138,"chromosome_1",0.04585
"660",138,"chromosome_1",0.04585
"661",138,"chromosome_1",0.04585
"662",138,"chromosome_1",0.04585
"663",138,"chromosome_1",0.04585
"664",138,"chromosome_1",0.04585
"665",138,"chromosome_1",0.04585
"666",138,"chromosome_1",0.04585
"667",138,"chromosome_1",0.04585
"668",138,"chromosome_1",0.04585
"669",138,"chromosome_1",0.04585
"670",138,"chromosome_1",0.04585
"671",138,"chromosome_1",0.04585
"672",138,"chromosome_1",0.04585
"673",144,"chromosome_1",0.28445
"674",144,"chromosome_1",0.28445
"675",144,"chromosome_1",0.28445
"676",144,"chromosome_1",0.28445
"677",144,"chromosome_1",0.28445
"678",145,"chromosome_1",0.0867
"679",146,"chromosome_1",0.0603
"680",146,"chromosome_1",0.0603
"681",146,"chromosome_1",0.0603
"682",146,"chromosome_1",0.0603
"683",146,"chromosome_1",0.0603
"684",146,"chromosome_1",0.0603
"685",146,"chromosome_1",0.0603
"686",146,"chromosome_1",0.0603
"687",146,"chromosome_1",0.0603
"688",146,"chromosome_1",0.0603
"689",146,"chromosome_1",0.0603
"690",146,"chromosome_1",0.0603
"691",146,"chromosome_1",0.0603
"692",146,"chromosome_1",0.0603
"693",146,"chromosome_1",0.0603
"694",146,"chromosome_1",0.0603
"695",146,"chromosome_1",0.0603
"696",146,"chromosome_1",0.0603
"697",146,"chromosome_1",0.0603
"698",146,"chromosome_1",0.0603
"699",146,"chromosome_1",0.0603
"700",146,"chromosome_1",0.0603
"701",146,"chromosome_1",0.0603
"702",146,"chromosome_1",0.0603
"703",146,"chromosome_1",0.0603
"704",146,"chromosome_1",0.0603
"705",146,"chromosome_1",0.0603
"706",146,"chromosome_1",0.0603
"707",146,"chromosome_1",0.0603
"708",146,"chromosome_1",0.0603
"709",146,"chromosome_1",0.0603
"710",146,"chromosome_1",0.0603
"711",146,"chromosome_1",0.0603
"712",147,"chromosome_1",0.08185
"713",148,"chromosome_1",0.12875
"714",148,"chromosome_1",0.12875
"715",148,"chromosome_1",0.12875
"716",148,"chromosome_1",0.12875
"717",148,"chromosome_1",0.12875
"718",148,"chromosome_1",0.12875
"719",148,"chromosome_1",0.12875
"720",148,"chromosome_1",0.12875
"721",148,"chromosome_1",0.12875
"722",148,"chromosome_1",0.12875
"723",148,"chromosome_1",0.12875
"724",148,"chromosome_1",0.12875
"725",148,"chromosome_1",0.12875
"726",148,"chromosome_1",0.12875
"727",148,"chromosome_1",0.12875
"728",148,"chromosome_1",0.12875
"729",148,"chromosome_1",0.12875
"730",148,"chromosome_1",0.12875
"731",148,"chromosome_1",0.12875
"732",148,"chromosome_1",0.12875
"733",148,"chromosome_1",0.12875
"734",148,"chromosome_1",0.12875
"735",148,"chromosome_1",0.12875
"736",148,"chromosome_1",0.12875
"737",148,"chromosome_1",0.12875
"738",148,"chromosome_1",0.12875
"739",148,"chromosome_1",0.12875
"740",148,"chromosome_1",0.12875
"741",148,"chromosome_1",0.12875
"742",148,"chromosome_1",0.12875
"743",148,"chromosome_1",0.12875
"744",148,"chromosome_1",0.12875
"745",148,"chromosome_1",0.12875
"746",148,"chromosome_1",0.12875
"747",148,"chromosome_1",0.12875
"748",148,"chromosome_1",0.12875
"749",148,"chromosome_1",0.12875
"750",148,"chromosome_1",0.12875
"751",148,"chromosome_1",0.12875
"752",148,"chromosome_1",0.12875
"753",148,"chromosome_1",0.12875
"754",148,"chromosome_1",0.12875
"755",148,"chromosome_1",0.12875
"756",148,"chromosome_1",0.12875
"757",148,"chromosome_1",0.12875
"758",148,"chromosome_1",0.12875
"759",148,"chromosome_1",0.12875
"760",148,"chromosome_1",0.12875
"761",148,"chromosome_1",0.12875
"762",148,"chromosome_1",0.12875
"763",148,"chromosome_1",0.12875
"764",148,"chromosome_1",0.12875
"765",148,"chromosome_1",0.12875
"766",148,"chromosome_1",0.12875
"767",148,"chromosome_1",0.12875
"768",148,"chromosome_1",0.12875
"769",148,"chromosome_1",0.12875
"770",148,"chromosome_1",0.12875
"771",148,"chromosome_1",0.12875
"772",148,"chromosome_1",0.12875
"773",148,"chromosome_1",0.12875
"774",148,"chromosome_1",0.12875
"775",148,"chromosome_1",0.12875
"776",148,"chromosome_1",0.12875
"777",148,"chromosome_1",0.12875
"778",148,"chromosome_1",0.12875
"779",148,"chromosome_1",0.12875
"780",148,"chromosome_1",0.12875
"781",148,"chromosome_1",0.12875
"782",148,"chromosome_1",0.12875
"783",148,"chromosome_1",0.12875
"784",148,"chromosome_1",0.12875
"785",148,"chromosome_1",0.12875
"786",148,"chromosome_1",0.12875
"787",148,"chromosome_1",0.12875
"788",148,"chromosome_1",0.12875
"789",148,"chromosome_1",0.12875
"790",148,"chromosome_1",0.12875
"791",148,"chromosome_1",0.12875
"792",148,"chromosome_1",0.12875
"793",148,"chromosome_1",0.12875
"794",148,"chromosome_1",0.12875
"795",148,"chromosome_1",0.12875
"796",148,"chromosome_1",0.12875
"797",148,"chromosome_1",0.12875
"798",148,"chromosome_1",0.12875
"799",148,"chromosome_1",0.12875
"800",148,"chromosome_1",0.12875
"801",148,"chromosome_1",0.12875
"802",148,"chromosome_1",0.12875
"803",148,"chromosome_1",0.12875
"804",148,"chromosome_1",0.12875
"805",148,"chromosome_1",0.12875
"806",147,"chromosome_1",0.08185
"807",147,"chromosome_1",0.08185
"808",147,"chromosome_1",0.08185
"809",147,"chromosome_1",0.08185
"810",146,"chromosome_1",0.0603
"811",146,"chromosome_1",0.0603
"812",146,"chromosome_1",0.0603
"813",146,"chromosome_1",0.0603
"814",146,"chromosome_1",0.0603
"815",149,"chromosome_1",0.08135
