SPAC1002.19	PomBase:SPAC1002.19	urg1	chromosome_1	GTP cyclohydrolase II Urg1	Q9US41	protein coding gene	
SPAC1002.20	PomBase:SPAC1002.20		chromosome_1	dubious	Q9C121	protein coding gene	
SPAC1006.01	PomBase:SPAC1006.01	psp3	chromosome_1	vacuolar serine protease Psp3	Q9UTS0	protein coding gene	
SPAC1006.02	PomBase:SPAC1006.02	asa1	chromosome_1	ASTRA complex WD repeat subunit Asa1	Q9UTR9	protein coding gene	
SPAC1006.03c	PomBase:SPAC1006.03c	red1	chromosome_1	MTREC (exosome adaptor) complex subunit Red1	Q9UTR8	protein coding gene	iss3
SPAC1006.04c	PomBase:SPAC1006.04c	mcp3	chromosome_1	Schizosaccharomyces specific protein Mcp3	Q9UTR7	protein coding gene	mug7
SPAC1006.05c	PomBase:SPAC1006.05c	och1	chromosome_1	Golgi alpha-1,6-mannosyltransferase Och1	Q9UTR6	protein coding gene	
SPAC1006.06	PomBase:SPAC1006.06	rgf2	chromosome_1	RhoGEF for Rho1 Rgf2	Q9UTR5	protein coding gene	
SPAC1006.07	PomBase:SPAC1006.07	tif1	chromosome_1	translation initiation factor eIF4A tif1	P47943	protein coding gene	
SPAC1006.08	PomBase:SPAC1006.08	etd1	chromosome_1	Spg1-binding protein Etd1	Q9UTR4	protein coding gene	
SPAC1006.09	PomBase:SPAC1006.09	win1	chromosome_1	MAP kinase kinase kinase Win1	O74304	protein coding gene	SPAC1250.06c,SPAPJ730.01
SPAC1039.01	PomBase:SPAC1039.01		chromosome_1	amino acid transmembrane transporter	Q9US40	protein coding gene	
SPAC1039.02	PomBase:SPAC1039.02		chromosome_1	extracellular 5'-nucleotidase, human NT5E family	Q9US39	protein coding gene	
SPAC1039.03	PomBase:SPAC1039.03		chromosome_1	esterase/lipase, implicated in cellular detoxification	Q9US38	protein coding gene	
SPAC1039.04	PomBase:SPAC1039.04		chromosome_1	carboxylic acid transmembrane transporter	Q9US37	protein coding gene	
SPAC1039.05c	PomBase:SPAC1039.05c	klf1	chromosome_1	DNA-binding transcription factor, zf-fungal binuclear cluster type Klf1	Q9US36	protein coding gene	
SPAC1039.06	PomBase:SPAC1039.06		chromosome_1	D-serine ammonia-lyase activity	Q9US35	protein coding gene	
SPAC1039.07c	PomBase:SPAC1039.07c		chromosome_1	aminotransferase class-III, possible transaminase, unknown specificity, implicated in amino acid or cofactor metabolism	Q9US34	protein coding gene	
SPAC1039.08	PomBase:SPAC1039.08		chromosome_1	serine acetyltransferase	Q9US33	protein coding gene	
SPAC1039.09	PomBase:SPAC1039.09	isp5	chromosome_1	amino acid transmembrane transporter Isp5	P40901	protein coding gene	
SPAC1039.10	PomBase:SPAC1039.10	mmf2	chromosome_1	mitochondrial matrix protein, YjgF family protein Mmf2, reactive intermediate imine deaminase A homolog	Q9UR06	protein coding gene	hpm1,SPAC922.01
SPAC1039.11c	PomBase:SPAC1039.11c	gto1	chromosome_1	alpha-glucosidase	Q9URX4	protein coding gene	SPAC922.02c
SPAC105.01c	PomBase:SPAC105.01c	kha1	chromosome_1	plasma membrane potassium ion/proton antiporter Kha1	Q9P7I1	protein coding gene	
SPAC105.02c	PomBase:SPAC105.02c		chromosome_1	ankyrin repeat protein, protein phosphatase regulatory subunit, human PPP1R16A ortholog	Q9P7I0	protein coding gene	
SPAC105.03c	PomBase:SPAC105.03c		chromosome_1	DNA-binding transcription factor	Q9P7H9	protein coding gene	
SPAC1071.01c	PomBase:SPAC1071.01c	pta1	chromosome_1	mRNA cleavage and polyadenylation specificity factor complex subunit Pta1	Q10222	protein coding gene	SPAC4H3.15c
SPAC1071.02	PomBase:SPAC1071.02	mms19	chromosome_1	CIA machinery protein Mms19	Q9UTR1	protein coding gene	
SPAC1071.03c	PomBase:SPAC1071.03c	sil1	chromosome_1	nucleotide exchange factor for the ER lumenal Hsp70 chaperone, Sil1	Q9UTR0	protein coding gene	
SPAC1071.04c	PomBase:SPAC1071.04c	spc2	chromosome_1	signal peptidase subunit Spc2	Q9UTQ9	protein coding gene	
SPAC1071.05	PomBase:SPAC1071.05	hpm1	chromosome_1	ribosome methytransferase involved in ribosome assembly Hpm1	Q9UTQ8	protein coding gene	
SPAC1071.06	PomBase:SPAC1071.06	arp9	chromosome_1	SWI/SNF and RSC complex subunit Arp9	Q9UTQ7	protein coding gene	
SPAC1071.07c	PomBase:SPAC1071.07c	rps1502	chromosome_1	40S ribosomal protein S15	Q9UTQ6	protein coding gene	rps15-2,rps15
SPAC1071.08	PomBase:SPAC1071.08	rpp203	chromosome_1	60S acidic ribosomal protein A2	O14317	protein coding gene	rpp2-3,rla6,rpa2
SPAC1071.09c	PomBase:SPAC1071.09c		chromosome_1	nucleolar DNAJ domain protein, DNAJC9 family, implicated in mRNA splicing	Q9UTQ5	protein coding gene	
SPAC1071.10c	PomBase:SPAC1071.10c	pma1	chromosome_1	plasma membrane P-type proton exporting ATPase, P3-type Pma1	P09627	protein coding gene	
SPAC1071.11	PomBase:SPAC1071.11		chromosome_1	NADH-dependent flavin oxidoreductase (predicted), possibly riboflavin reductase	Q9UTQ4	protein coding gene	
SPAC1071.12c	PomBase:SPAC1071.12c	stp1	chromosome_1	protein tyrosine phosphatase Stp1, unknown biological role	P41893	protein coding gene	SPAC926.01c
SPAC1071.13	PomBase:SPAC1071.13		chromosome_1	dubious	G2TRN1	protein coding gene	
SPAC1093.01	PomBase:SPAC1093.01	ppr5	chromosome_1	mitochondrial PPR repeat protein Ppr5	Q10451	protein coding gene	SPAC12B10.18
SPAC1093.02	PomBase:SPAC1093.02	pdx3	chromosome_1	pyridoxamine 5'-phosphate oxidase Pdx3	Q9UTQ1	protein coding gene	
SPAC1093.03	PomBase:SPAC1093.03	fig4	chromosome_1	inositol polyphosphate phosphatase Fig4	Q7Z9H9	protein coding gene	
SPAC1093.04c	PomBase:SPAC1093.04c	cca1	chromosome_1	CTP 3'-tRNA nucleotidyltransferase Cca1	Q9UTQ0	protein coding gene	
SPAC1093.05	PomBase:SPAC1093.05	hca4	chromosome_1	ATP-dependent RNA helicase Hca4	Q9UTP9	protein coding gene	
SPAC1093.06c	PomBase:SPAC1093.06c	dhc1	chromosome_1	dynein heavy chain, minus-end directed microtubule motor Dhc1	O13290	protein coding gene	SPAC30C2.01c
SPAC1093.07	PomBase:SPAC1093.07		chromosome_1	dubious	G2TRJ6	protein coding gene	
SPAC10F6.01c	PomBase:SPAC10F6.01c	sir1	chromosome_1	sulfite reductase beta subunit Sir1	Q1K9C2	protein coding gene	SPAC4C5.05c
SPAC10F6.02c	PomBase:SPAC10F6.02c	prp22	chromosome_1	ATP-dependent RNA helicase Prp22	O42643	protein coding gene	
SPAC10F6.03c	PomBase:SPAC10F6.03c	cts1	chromosome_1	CTP synthase Cts1	O42644	protein coding gene	
SPAC10F6.04	PomBase:SPAC10F6.04	ats1	chromosome_1	RCC domain protein Ats1	O42645	protein coding gene	
SPAC10F6.05c	PomBase:SPAC10F6.05c	ubc6	chromosome_1	ubiquitin conjugating enzyme E2 Ubc6	O42646	protein coding gene	
SPAC10F6.06	PomBase:SPAC10F6.06	vip1	chromosome_1	RNA-binding protein Vip1	P87216	protein coding gene	
SPAC10F6.07c	PomBase:SPAC10F6.07c	mug94	chromosome_1	Schizosaccharomyces pombe specific protein Mug94	O42647	protein coding gene	
SPAC10F6.08c	PomBase:SPAC10F6.08c	nht1	chromosome_1	Ino80 complex HMG box subunit Nht1	O42648	protein coding gene	hap1,nhp10,nht10
SPAC10F6.09c	PomBase:SPAC10F6.09c	psm3	chromosome_1	mitotic/meiotic cohesin complex ATPase subunit Psm3/Smc3	O42649	protein coding gene	smc3
SPAC10F6.10	PomBase:SPAC10F6.10	rio1	chromosome_1	protein kinase, RIO family Rio1	O42650	protein coding gene	
SPAC10F6.11c	PomBase:SPAC10F6.11c	atg17	chromosome_1	autophagy associated protein kinase activator Atg17	O42651	protein coding gene	
SPAC10F6.12c	PomBase:SPAC10F6.12c	mam4	chromosome_1	protein-S isoprenylcysteine O-methyltransferase Mam4	P87014	protein coding gene	
SPAC10F6.13c	PomBase:SPAC10F6.13c	caa1	chromosome_1	cytoplasmic aspartate aminotransferase Caa1	O42652	protein coding gene	aat2
SPAC10F6.14c	PomBase:SPAC10F6.14c		chromosome_1	mitochondrial ABC1 kinase family protein, human ADCK5 ortholog, unknown role	O42653	protein coding gene	
SPAC10F6.15	PomBase:SPAC10F6.15		chromosome_1	UPF0300 family protein 1	O42654	protein coding gene	
SPAC10F6.16	PomBase:SPAC10F6.16	igo1	chromosome_1	serine/threonine protein phosphatase inhibitor, endosulfine Igo1	P79058	protein coding gene	mug134
SPAC10F6.17c	PomBase:SPAC10F6.17c		chromosome_1	mitochondrial pyruvate dehydrogenase (lipoamide) phosphatase	O14189	protein coding gene	SPAC56E4.01c
SPAC110.01	PomBase:SPAC110.01	ppk1	chromosome_1	serine/threonine protein kinase Ppk1	Q9HFF4	protein coding gene	SPAC140.05
SPAC110.02	PomBase:SPAC110.02	pds5	chromosome_1	mitotic and meiotic cohesin loader subunit Pds5	Q9HFF5	protein coding gene	
SPAC110.03	PomBase:SPAC110.03	cdc42	chromosome_1	Rho family GTPase Cdc42	Q01112	protein coding gene	
SPAC110.04c	PomBase:SPAC110.04c	pss1	chromosome_1	heat shock protein Pss1	O59838	protein coding gene	ssp1,SPAP14E8.01c
SPAC110.06	PomBase:SPAC110.06		chromosome_1	dubious		protein coding gene	SPAC110.05
SPAC1142.01	PomBase:SPAC1142.01	rqc1	chromosome_1	ribosome quality control complex (RQC) complex subunit Rqc1	O13796	protein coding gene	SPAC17G6.18
SPAC1142.02c	PomBase:SPAC1142.02c	sgt2	chromosome_1	TRC complex (ER membrane insertion) TPR repeat subunit Sgt2	O13797	protein coding gene	SPAC17G6.19c
SPAC1142.03c	PomBase:SPAC1142.03c	swi2	chromosome_1	recombination mediator Swi2	Q10668	protein coding gene	SPAC17G6.20c
SPAC1142.04	PomBase:SPAC1142.04	noc201	chromosome_1	Noc complex subunit Noc201	Q9P7G0	protein coding gene	noc2
SPAC1142.05	PomBase:SPAC1142.05	ctr5	chromosome_1	plasma membrane copper transporter complex subunit Ctr5	Q9P7F9	protein coding gene	
SPAC1142.06	PomBase:SPAC1142.06	get3	chromosome_1	GET complex (ER membrane insertion) ATPase subunit Get3	Q9P7F8	protein coding gene	
SPAC1142.07c	PomBase:SPAC1142.07c	vps32	chromosome_1	ESCRT III complex subunit Vps32	Q9P7F7	protein coding gene	snf7
SPAC1142.08	PomBase:SPAC1142.08	fhl1	chromosome_1	DNA-binding forkhead transcription factor Fhl1	O14270	protein coding gene	SPAC8C9.01
SPAC1142.09	PomBase:SPAC1142.09		chromosome_1	dubious	Q9P7F5	protein coding gene	SPAC8C9.02
SPAC11D3.01c	PomBase:SPAC11D3.01c		chromosome_1	Con-6 family conserved fungal protein	Q10080	protein coding gene	
SPAC11D3.02c	PomBase:SPAC11D3.02c		chromosome_1	ELLA family acetyltransferase	Q10081	protein coding gene	
SPAC11D3.03c	PomBase:SPAC11D3.03c		chromosome_1	aminomethyltransferase-like and DUF1989 family protein, implicated in urea metabolism	Q10082	protein coding gene	
SPAC11D3.04c	PomBase:SPAC11D3.04c		chromosome_1	polyketide cyclase SnoaL-like domain protein	Q10083	protein coding gene	
SPAC11D3.05	PomBase:SPAC11D3.05	mfs2	chromosome_1	transmembrane transporter Mfs2	Q10084	protein coding gene	
SPAC11D3.06	PomBase:SPAC11D3.06		chromosome_1	MatE family transmembrane transporter	Q10085	protein coding gene	
SPAC11D3.07c	PomBase:SPAC11D3.07c	toe4	chromosome_1	DNA-binding transcription factor, zf-fungal binuclear cluster type	Q10086	protein coding gene	
SPAC11D3.08c	PomBase:SPAC11D3.08c		chromosome_1	amino acid transmembrane transporter	Q10087	protein coding gene	
SPAC11D3.09	PomBase:SPAC11D3.09		chromosome_1	agmatinase	Q10088	protein coding gene	
SPAC11D3.10	PomBase:SPAC11D3.10		chromosome_1	nifs homolog, possible cysteine desulfurase	Q10089	protein coding gene	
SPAC11D3.11c	PomBase:SPAC11D3.11c		chromosome_1	DNA-binding transcription factor, zn(2)-C6 fungal-type, truncated	G2TRN9	protein coding gene	
SPAC11D3.13	PomBase:SPAC11D3.13	hsp3104	chromosome_1	ThiJ domain protein, implicated in cellular detoxification	Q10092	protein coding gene	
SPAC11D3.14c	PomBase:SPAC11D3.14c		chromosome_1	5-oxoprolinase (ATP-hydrolizing)	Q10093	protein coding gene	
SPAC11D3.15	PomBase:SPAC11D3.15		chromosome_1	5-oxoprolinase (ATP-hydrolizing)	Q10094	protein coding gene	
SPAC11D3.16c	PomBase:SPAC11D3.16c		chromosome_1	Schizosaccharomyces specific protein	Q10095	protein coding gene	
SPAC11D3.17	PomBase:SPAC11D3.17		chromosome_1	DNA-binding transcription factor, zf-fungal binuclear cluster type	Q10096	protein coding gene	
SPAC11D3.18c	PomBase:SPAC11D3.18c		chromosome_1	carboxylic acid transmembrane transporter	Q10097	protein coding gene	
SPAC11D3.19	PomBase:SPAC11D3.19		chromosome_1	Schizosaccharomyces pombe specific protein	G2TRM3	protein coding gene	
SPAC11D3.20	PomBase:SPAC11D3.20		chromosome_1	dubious		protein coding gene	
SPAC11E3.01c	PomBase:SPAC11E3.01c	swr1	chromosome_1	SNF2 family ATP-dependent chromatin remodeller Swr1	O13682	protein coding gene	SPAC2H10.03c,mod22
SPAC11E3.02c	PomBase:SPAC11E3.02c	ync13	chromosome_1	Munc family exocytic/endocytic regulator Ync13	O13683	protein coding gene	
SPAC11E3.03	PomBase:SPAC11E3.03	csm1	chromosome_1	microtubule-site clamp monopolin complex subunit Csm1/Pcs1	O13684	protein coding gene	pcs1
SPAC11E3.04c	PomBase:SPAC11E3.04c	ubc13	chromosome_1	ubiquitin conjugating enzyme E2 Ubc13	O13685	protein coding gene	spu13,sst5
SPAC11E3.05	PomBase:SPAC11E3.05	sea3	chromosome_1	GATOR2-SEACAT complex/GATOR1-SEACIT GTPase complex ubiquitin-protein ligase E3 subunit Sea3	O13686	protein coding gene	
SPAC11E3.06	PomBase:SPAC11E3.06	map1	chromosome_1	DNA-binding transcription factor, MADS-box Map1	P78926	protein coding gene	
SPAC11E3.07	PomBase:SPAC11E3.07	vma4	chromosome_1	V-type ATPase V1 subunit E	O13687	protein coding gene	
SPAC11E3.08c	PomBase:SPAC11E3.08c	nse6	chromosome_1	Smc5-6 complex non-SMC subunit Nse6	O13688	protein coding gene	cor1
SPAC11E3.09	PomBase:SPAC11E3.09	pyp3	chromosome_1	protein tyrosine phosphatase Pyp3	P32587	protein coding gene	
SPAC11E3.10	PomBase:SPAC11E3.10		chromosome_1	Golgi multispanning membrane VanZ-like family protein	O13689	protein coding gene	
SPAC11E3.11c	PomBase:SPAC11E3.11c	syt22	chromosome_1	Arf GEF Syt22	O13690	protein coding gene	
SPAC11E3.12	PomBase:SPAC11E3.12		chromosome_1	mitochondrial thioredoxin family protein, implicated in sulfur cluster assembly	O13691	protein coding gene	
SPAC11E3.13c	PomBase:SPAC11E3.13c	gas5	chromosome_1	cell wall 1,3-beta-glucanosyltransferase Gas5	O13692	protein coding gene	
SPAC11E3.14	PomBase:SPAC11E3.14		chromosome_1	protein with a role in clearing protein aggregates	O13693	protein coding gene	
SPAC11E3.15	PomBase:SPAC11E3.15	rpl22	chromosome_1	60S ribosomal protein L22	Q09668	protein coding gene	SPAP8A3.01
SPAC11G7.01	PomBase:SPAC11G7.01	mtl2	chromosome_1	plasma membrane-associated serine-rich cell wall sensor Mtl2	O13695	protein coding gene	
SPAC11G7.02	PomBase:SPAC11G7.02	pub1	chromosome_1	HECT-type ubiquitin-protein ligase E3 Pub1	Q92462	protein coding gene	
SPAC11G7.03	PomBase:SPAC11G7.03	idh1	chromosome_1	isocitrate dehydrogenase (NAD+) subunit 1 Idh1	O13696	protein coding gene	glu3
SPAC11G7.04	PomBase:SPAC11G7.04	ubi1	chromosome_1	ribosomal-ubiquitin fusion protein Ubi1	P0CH06	protein coding gene	
SPAC11G7.05c	PomBase:SPAC11G7.05c	mct1	chromosome_1	mitochondrial [acyl-carrier protein] S-malonyltransferase Mct1	O13698	protein coding gene	
SPAC11G7.06c	PomBase:SPAC11G7.06c	mug132	chromosome_1	UPF0300 family protein 3	O13699	protein coding gene	
SPAC11H11.01	PomBase:SPAC11H11.01	sst6	chromosome_1	ESCRT I complex subunit Vps23	Q7Z992	protein coding gene	cps23
SPAC11H11.02c	PomBase:SPAC11H11.02c	mug162	chromosome_1	Schizosaccharomyces specific protein Mug162	Q9UTP5	protein coding gene	
SPAC11H11.03c	PomBase:SPAC11H11.03c		chromosome_1	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity implicated in DNA repair	Q9UTP4	protein coding gene	
SPAC11H11.04	PomBase:SPAC11H11.04	mam2	chromosome_1	pheromone p-factor receptor Mam2	Q00619	protein coding gene	
SPAC11H11.05c	PomBase:SPAC11H11.05c	fta6	chromosome_1	Mis6-Sim4 complex subunit Fta6	Q9UTP3	protein coding gene	
SPAC11H11.06	PomBase:SPAC11H11.06	arp2	chromosome_1	ARP2/3 actin-organizing complex subunit Arp2	Q9UUJ1	protein coding gene	SPAC22F8.01
SPAC1250.01	PomBase:SPAC1250.01	snf21	chromosome_1	RSC-type complex ATPase Snf21	Q9UTN6	protein coding gene	SPAC29A4.21,brg1
SPAC1250.02	PomBase:SPAC1250.02	mug95	chromosome_1	Schizosaccharomyces specific protein Mug95	Q9UTN7	protein coding gene	
SPAC1250.03	PomBase:SPAC1250.03	ubc14	chromosome_1	ubiquitin conjugating enzyme E2 for HECT-type and RBR family E3 Ub ligases, Ubc14	Q9UTN8	protein coding gene	
SPAC1250.04c	PomBase:SPAC1250.04c	atl1	chromosome_1	alkyltransferase-like protein Atl1	Q9UTN9	protein coding gene	
SPAC1250.05	PomBase:SPAC1250.05	rpl3002	chromosome_1	60S ribosomal protein L30	Q9UTP0	protein coding gene	rpl30-2,rpl30
SPAC1250.07	PomBase:SPAC1250.07	sfc7	chromosome_1	transcription factor TFIIIC subunit Sfc7	A6X980	protein coding gene	
SPAC1296.01c	PomBase:SPAC1296.01c		chromosome_1	phosphoacetylglucosamine mutase	Q09770	protein coding gene	SPAC22F3.01
SPAC1296.02	PomBase:SPAC1296.02	cox4	chromosome_1	cytochrome c oxidase subunit IV	P79010	protein coding gene	
SPAC1296.03c	PomBase:SPAC1296.03c	sxa2	chromosome_1	serine carboxypeptidase Sxa2	P32825	protein coding gene	
SPAC1296.04	PomBase:SPAC1296.04	mug65	chromosome_1	dysferlin-like membrane trafficking protein Mug65	O94611	protein coding gene	
SPAC1296.05c	PomBase:SPAC1296.05c	lcp1	chromosome_1	cyclin L family cyclin	O94612	protein coding gene	
SPAC1296.06	PomBase:SPAC1296.06	tah18	chromosome_1	CIA machinery NADPH-dependent diflavin oxidoreductase Tah18	O94613	protein coding gene	
SPAC12B10.01c	PomBase:SPAC12B10.01c		chromosome_1	HECT-type ubiquitin-protein ligase E3, implicated in negative regulation of ubiquitinated chromatin formation	Q10435	protein coding gene	SPAC31F12.02c,SPAC637.15c
SPAC12B10.02c	PomBase:SPAC12B10.02c	pho86	chromosome_1	ER resident protein acetylase Pho86	Q10436	protein coding gene	
SPAC12B10.03	PomBase:SPAC12B10.03	bun62	chromosome_1	WD repeat protein Wdr20	Q10437	protein coding gene	wdr20
SPAC12B10.04	PomBase:SPAC12B10.04	pby1	chromosome_1	P-body associated protein Pby1	Q10438	protein coding gene	
SPAC12B10.05	PomBase:SPAC12B10.05	icp55	chromosome_1	mitochondrial intermediate cleavage peptidase Icp55	Q10439	protein coding gene	ppp43
SPAC12B10.06c	PomBase:SPAC12B10.06c	emi5	chromosome_1	succinate dehydrogenase complex assembly protein Emi5	Q10440	protein coding gene	
SPAC12B10.07	PomBase:SPAC12B10.07	acp1	chromosome_1	F-actin capping protein alpha subunit	Q10434	protein coding gene	
SPAC12B10.08c	PomBase:SPAC12B10.08c	til1	chromosome_1	mitochondrial tRNA(Ile)-lysidine synthetase Til1	Q10441	protein coding gene	
SPAC12B10.09	PomBase:SPAC12B10.09	pet801	chromosome_1	mitochondrial carrier, S-adenosylmethionine	Q10442	protein coding gene	
SPAC12B10.10	PomBase:SPAC12B10.10	nod1	chromosome_1	medial cortical node Gef2-related protein Nod1	Q10443	protein coding gene	
SPAC12B10.11	PomBase:SPAC12B10.11	exg2	chromosome_1	cell wall glucan glucosidase Exg2	Q10444	protein coding gene	
SPAC12B10.12c	PomBase:SPAC12B10.12c	rhp41	chromosome_1	DNA repair protein Rhp41	Q10445	protein coding gene	rhp4a
SPAC12B10.13	PomBase:SPAC12B10.13	gid8	chromosome_1	GID complex subunit Gid8	Q10446	protein coding gene	
SPAC12B10.14c	PomBase:SPAC12B10.14c	tea5	chromosome_1	pseudokinase Tea5	Q10447	protein coding gene	ppk2
SPAC12B10.15c	PomBase:SPAC12B10.15c	rnh203	chromosome_1	ribonuclease H2 complex subunit Rnh203	Q10448	protein coding gene	
SPAC12B10.16c	PomBase:SPAC12B10.16c	mug157	chromosome_1	alpha-mannosidase GH125 family Mug157	Q10449	protein coding gene	
SPAC12G12.01c	PomBase:SPAC12G12.01c	sea4	chromosome_1	GATOR2-SEACAT complex ubiquitin-protein ligase E3 subunit Sea4	Q09866	protein coding gene	SPAC630.02
SPAC12G12.02	PomBase:SPAC12G12.02	efg1	chromosome_1	rRNA processing protein Efg1	Q09867	protein coding gene	SPAC630.01c
SPAC12G12.03	PomBase:SPAC12G12.03	cip2	chromosome_1	RNA-binding protein Cip2	Q09868	protein coding gene	
SPAC12G12.04	PomBase:SPAC12G12.04	mcp60	chromosome_1	mitochondrial heat shock protein Hsp60/Mcp60	Q09864	protein coding gene	hsp60
SPAC12G12.05c	PomBase:SPAC12G12.05c	taf9	chromosome_1	SAGA complex/transcription factor TFIID complex subunit Taf9	Q09869	protein coding gene	
SPAC12G12.06c	PomBase:SPAC12G12.06c	rcl1	chromosome_1	rRNA processing protein Rcl1	Q09870	protein coding gene	
SPAC12G12.07c	PomBase:SPAC12G12.07c		chromosome_1	conserved fungal protein	Q09871	protein coding gene	
SPAC12G12.08	PomBase:SPAC12G12.08	mrpl6	chromosome_1	mitochondrial ribosomal protein subunit L6	Q09865	protein coding gene	
SPAC12G12.09	PomBase:SPAC12G12.09	eti1	chromosome_1	WD repeat protein associated with stress granule	Q09872	protein coding gene	
SPAC12G12.10	PomBase:SPAC12G12.10	wdr21	chromosome_1	WD repeat protein, human DDB1 and CUL4-associated factor 4 ortholog Wdr21	Q09873	protein coding gene	
SPAC12G12.11c	PomBase:SPAC12G12.11c	miy1	chromosome_1	Lys48-specific deubiquitinase Mindy family, Miy1	Q09874	protein coding gene	
SPAC12G12.12	PomBase:SPAC12G12.12	gms2	chromosome_1	Golgi UDP-galactose transmembrane transporter Gms2	Q09875	protein coding gene	
SPAC12G12.13c	PomBase:SPAC12G12.13c	cid14	chromosome_1	TRAMP complex poly(A) polymerase subunit Cid14	Q9UTN3	protein coding gene	
SPAC12G12.14c	PomBase:SPAC12G12.14c	pfs2	chromosome_1	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Pfs2	Q9UTN4	protein coding gene	cin2
SPAC12G12.15	PomBase:SPAC12G12.15	sif3	chromosome_1	mitochondrial protein, involved in mitochondrial gene expression	Q09877	protein coding gene	mrx102,mrx10
SPAC12G12.16c	PomBase:SPAC12G12.16c		chromosome_1	Fen1 family nuclease, XP-G family	Q09708	protein coding gene	SPAC18B11.01c
SPAC12G12.17	PomBase:SPAC12G12.17	nce101	chromosome_1	non-classical export protein Nce101	C6Y4B6	protein coding gene	
SPAC1327.01c	PomBase:SPAC1327.01c		chromosome_1	DNA-binding transcription factor, zf-fungal binuclear cluster type	Q1MTM9	protein coding gene	SPAC1783.09c,SPAC18G6.16c
SPAC139.01c	PomBase:SPAC139.01c	mkt1	chromosome_1	post-transcriptional RNA stability regulator Mkt1	Q9UTN2	protein coding gene	SPAC955.02c
SPAC139.02c	PomBase:SPAC139.02c	oac1	chromosome_1	mitochondrial carrier, ocaloacetate family anion	Q9UTN1	protein coding gene	
SPAC139.03	PomBase:SPAC139.03	toe2	chromosome_1	DNA-binding transcription factor, zf-fungal binuclear cluster type	Q9UTN0	protein coding gene	
SPAC139.04c	PomBase:SPAC139.04c	fap2	chromosome_1	L-saccharopine oxidase	Q9UTM9	protein coding gene	
SPAC139.05	PomBase:SPAC139.05		chromosome_1	succinate-semialdehyde dehydrogenase	Q9UTM8	protein coding gene	
SPAC139.06	PomBase:SPAC139.06	hat1	chromosome_1	histone acetyltransferase Hat1	Q9UTM7	protein coding gene	SPAC23C4.01,kat1
SPAC1399.01c	PomBase:SPAC1399.01c		chromosome_1	nucleobase transmembrane transporter	Q9HE12	protein coding gene	
SPAC1399.02	PomBase:SPAC1399.02		chromosome_1	transmembrane transporter	Q9HE13	protein coding gene	
SPAC1399.03	PomBase:SPAC1399.03	fur4	chromosome_1	plasma membrane uracil transmembrane transporter	Q10279	protein coding gene	
SPAC1399.04c	PomBase:SPAC1399.04c	uck2	chromosome_1	uracil phosphoribosyltransferase Uck2	Q9HE15	protein coding gene	
