Category_Name	External_ID	GeneSet_Name	over_represented/under_represented	List_Frequency	Background_Frequency	Corrected_pvalue	Genes_In_Common/Interacting_Gene_Pair
GO Biological Process	GO:0009059;	macromolecule biosynthetic process	Enriched	35.7615894039735 (54/151)	19.2320315063997 (586/3047)	0.000416444	SPAC22F3.09c;SPAC1783.07c;SPCC736.11;SPAC6B12.02c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC74.05;SPBC56F2.05c;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPCC364.03;SPBC28F2.10c;SPCC1259.03;SPBC29A3.09c;SPBC530.13;SPCC962.04;SPBC354.05c;SPAC5D6.05;SPAPB1E7.06c;SPCC1259.07;SPCC576.11;SPCC1450.05c;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC4D7.03;SPAC2F7.07c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC1D4.06c;SPAPB1E7.12;SPAC1783.04c;SPAC664.01c;SPBC29A3.13;SPAC11G7.04;SPAC3H8.08c;SPBC23G7.12c;SPAC3H5.12c;SPAC3G9.07c;SPCC825.04c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPBC1709.18;SPCC1393.08;SPAPB17E12.05;SPCC330.14c;
GO Biological Process	GO:0034645;	cellular macromolecule biosynthetic process	Enriched	35.7615894039735 (54/151)	19.1992123400066 (585/3047)	0.000416444	SPAC22F3.09c;SPAC1783.07c;SPCC736.11;SPAC6B12.02c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC74.05;SPBC56F2.05c;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPCC364.03;SPBC28F2.10c;SPCC1259.03;SPBC29A3.09c;SPBC530.13;SPCC962.04;SPBC354.05c;SPAC5D6.05;SPAPB1E7.06c;SPCC1259.07;SPCC576.11;SPCC1450.05c;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC4D7.03;SPAC2F7.07c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC1D4.06c;SPAPB1E7.12;SPAC1783.04c;SPAC664.01c;SPBC29A3.13;SPAC11G7.04;SPAC3H8.08c;SPBC23G7.12c;SPAC3H5.12c;SPAC3G9.07c;SPCC825.04c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPBC1709.18;SPCC1393.08;SPAPB17E12.05;SPCC330.14c;
GO Biological Process	GO:0045944;	positive regulation of transcription from RNA polymerase II promoter	Enriched	10.5960264900662 (16/151)	2.75680997702658 (84/3047)	0.000624601	SPAC22F3.09c;SPAC1783.07c;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:0046483;	heterocycle metabolic process	Enriched	45.0331125827815 (68/151)	27.3055464391204 (832/3047)	0.000624601	SPAPB18E9.01;SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPCC188.07;SPCC736.07c;SPBC1347.07;SPAC3F10.09;SPAC23H4.10c;SPBC56F2.05c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC24C9.12c;SPBC28F2.10c;SPBC31F10.15c;SPCC1259.03;SPBP8B7.18c;SPBC21H7.07c;SPBC530.13;SPBC409.10;SPAC637.09;SPBC354.05c;SPAC5D6.05;SPAPB1E7.06c;SPAC1805.16c;SPCC1259.07;SPBC691.04;SPCC16C4.10;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPAC1B3.01c;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC1711.04;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPCC736.08;SPAC27D7.08c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPBC29A3.13;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPAC29A4.09;SPAC3G9.07c;SPCC825.04c;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPBC1709.18;SPAC637.11;SPAC18G6.09c;
GO Biological Process	GO:0071704;	organic substance metabolic process	Enriched	73.5099337748344 (111/151)	54.8408270429931 (1671/3047)	0.000624601	SPAPB18E9.01;SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC74.05;SPBC1347.07;SPAC3F10.09;SPCC4B3.10c;SPAC23H4.10c;SPBC56F2.05c;SPBC2D10.07c;SPCC1840.09;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC24C9.12c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPBP8B7.18c;SPBC21H7.07c;SPAC22F8.11;SPBC29A3.09c;SPBC530.13;SPCC962.04;SPBC409.10;SPAC637.09;SPBC1271.14;SPAC5D6.02c;SPBC354.05c;SPAC2C4.15c;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPAC1805.16c;SPCC1259.07;SPAC13D6.01;SPBC691.04;SPCC16C4.10;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPAC22A12.03c;SPAC3G9.03;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPBC776.03;SPCC736.08;SPAC27D7.08c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPAPB1E7.12;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC3H1.14;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPAC26F1.03;SPBC725.01;SPAC3H5.12c;SPAC29A4.09;SPAC3G9.07c;SPCC825.04c;SPBC405.07;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC132.04c;SPCC11E10.08;SPAC17H9.19c;SPBC1709.18;SPCC1393.08;SPAPB17E12.05;SPCC330.14c;SPAC637.11;SPCC550.11;SPAC18G6.09c;
GO Biological Process	GO:0006807;	nitrogen compound metabolic process	Enriched	49.6688741721854 (75/151)	31.4735805710535 (959/3047)	0.000652137	SPAPB18E9.01;SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPCC188.07;SPCC736.07c;SPBC1347.07;SPAC3F10.09;SPAC23H4.10c;SPBC56F2.05c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC24C9.12c;SPBC28F2.10c;SPBC31F10.15c;SPCC1259.03;SPBP8B7.18c;SPBC21H7.07c;SPBC530.13;SPBC409.10;SPAC637.09;SPBC1271.14;SPBC354.05c;SPAC5D6.05;SPAPB1E7.06c;SPAC1805.16c;SPCC1259.07;SPBC691.04;SPCC16C4.10;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC776.15c;SPAC1B3.01c;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC1711.04;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPBC776.03;SPCC736.08;SPAC27D7.08c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPBC725.01;SPAC29A4.09;SPAC3G9.07c;SPCC825.04c;SPBC1198.11c;SPCC132.04c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPBC1709.18;SPAC637.11;SPAC18G6.09c;
GO Biological Process	GO:0044238;	primary metabolic process	Enriched	70.1986754966888 (106/151)	51.5917295700689 (1572/3047)	0.000672033	SPAPB18E9.01;SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC74.05;SPBC1347.07;SPAC3F10.09;SPCC4B3.10c;SPBC56F2.05c;SPBC2D10.07c;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC24C9.12c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPBC21H7.07c;SPAC22F8.11;SPBC29A3.09c;SPBC530.13;SPCC962.04;SPBC409.10;SPAC637.09;SPBC1271.14;SPAC5D6.02c;SPBC354.05c;SPAC2C4.15c;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPAC1805.16c;SPCC1259.07;SPAC13D6.01;SPBC691.04;SPCC16C4.10;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPAC22A12.03c;SPAC3G9.03;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPBC776.03;SPCC736.08;SPAC27D7.08c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPAPB1E7.12;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC3H1.14;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPBC725.01;SPAC3H5.12c;SPAC29A4.09;SPAC3G9.07c;SPCC825.04c;SPBC405.07;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC132.04c;SPCC11E10.08;SPAC17H9.19c;SPBC1709.18;SPCC1393.08;SPAPB17E12.05;SPCC330.14c;SPAC637.11;SPAC18G6.09c;
GO Biological Process	GO:1901360;	organic cyclic compound metabolic process	Enriched	45.6953642384106 (69/151)	28.1916639317361 (859/3047)	0.000759731	SPAPB18E9.01;SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPCC188.07;SPCC736.07c;SPBC1347.07;SPAC3F10.09;SPAC23H4.10c;SPBC56F2.05c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC24C9.12c;SPBC28F2.10c;SPBC31F10.15c;SPCC1259.03;SPBP8B7.18c;SPBC21H7.07c;SPBC530.13;SPBC409.10;SPAC637.09;SPBC354.05c;SPAC5D6.05;SPAPB1E7.06c;SPAC1805.16c;SPCC1259.07;SPAC13D6.01;SPBC691.04;SPCC16C4.10;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPAC1B3.01c;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC1711.04;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPCC736.08;SPAC27D7.08c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPBC29A3.13;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPAC29A4.09;SPAC3G9.07c;SPCC825.04c;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPBC1709.18;SPAC637.11;SPAC18G6.09c;
GO Biological Process	GO:0044271;	cellular nitrogen compound biosynthetic process	Enriched	27.1523178807947 (41/151)	13.226124056449 (403/3047)	0.000799176	SPAC22F3.09c;SPAC1783.07c;SPCC736.11;SPCC188.07;SPCC736.07c;SPAC3F10.09;SPAC23H4.10c;SPBC56F2.05c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC28F2.10c;SPBC31F10.15c;SPCC1259.03;SPBP8B7.18c;SPBC530.13;SPBC409.10;SPBC354.05c;SPAC5D6.05;SPAC1805.16c;SPCC1259.07;SPAC1B3.01c;SPCC1450.05c;SPBC1711.04;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPCC736.08;SPAC6F12.10c;SPAC1D4.06c;SPAC1783.04c;SPAC664.01c;SPBC29A3.13;SPAC3H8.08c;SPBC23G7.12c;SPBC725.01;SPAC3G9.07c;SPCC825.04c;SPBC1198.11c;SPCC11E10.08;SPCC1393.08;
GO Biological Process	GO:0034641;	cellular nitrogen compound metabolic process	Enriched	46.3576158940397 (70/151)	28.913685592386 (881/3047)	0.000857396	SPAPB18E9.01;SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPCC188.07;SPCC736.07c;SPBC1347.07;SPAC3F10.09;SPAC23H4.10c;SPBC56F2.05c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC24C9.12c;SPBC28F2.10c;SPBC31F10.15c;SPCC1259.03;SPBP8B7.18c;SPBC21H7.07c;SPBC530.13;SPBC409.10;SPAC637.09;SPBC354.05c;SPAC5D6.05;SPAPB1E7.06c;SPAC1805.16c;SPCC1259.07;SPBC691.04;SPCC16C4.10;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPAC1B3.01c;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC1711.04;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPCC736.08;SPAC27D7.08c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPBC29A3.13;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPBC725.01;SPAC29A4.09;SPAC3G9.07c;SPCC825.04c;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPBC1709.18;SPAC637.11;SPAC18G6.09c;
GO Biological Process	GO:0051254;	positive regulation of RNA metabolic process	Enriched	11.2582781456954 (17/151)	3.18345914013784 (97/3047)	0.000857396	SPAC22F3.09c;SPAC1783.07c;SPCC1183.04c;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:0034654;	nucleobase-containing compound biosynthetic process	Enriched	24.5033112582781 (37/151)	11.5851657367903 (353/3047)	0.00125854	SPAC22F3.09c;SPAC1783.07c;SPCC736.11;SPCC188.07;SPCC736.07c;SPBC56F2.05c;SPBC947.10;SPBC2G2.13c;SPBC17G9.02c;SPBC28F2.10c;SPBC31F10.15c;SPCC1259.03;SPBC530.13;SPBC409.10;SPBC354.05c;SPAC5D6.05;SPAC1805.16c;SPCC1259.07;SPAC1B3.01c;SPCC1450.05c;SPBC1711.04;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPCC736.08;SPAC6F12.10c;SPAC1D4.06c;SPAC1783.04c;SPAC664.01c;SPBC29A3.13;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPCC825.04c;SPBC1198.11c;SPCC11E10.08;SPCC1393.08;
GO Biological Process	GO:0045935;	positive regulation of nucleobase-containing compound metabolic process	Enriched	11.9205298013245 (18/151)	3.67574663603544 (112/3047)	0.00141728	SPAC22F3.09c;SPAC1783.07c;SPCC1183.04c;SPCC188.07;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:0051173;	positive regulation of nitrogen compound metabolic process	Enriched	11.9205298013245 (18/151)	3.67574663603544 (112/3047)	0.00141728	SPAC22F3.09c;SPAC1783.07c;SPCC1183.04c;SPCC188.07;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:0008152;	metabolic process	Enriched	74.8344370860927 (113/151)	57.4007220216607 (1749/3047)	0.00144294	SPAPB18E9.01;SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC74.05;SPBC1347.07;SPAC3F10.09;SPCC4B3.10c;SPAC23H4.10c;SPBC56F2.05c;SPBC2D10.07c;SPCC1840.09;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPBP8B7.05c;SPAC24C9.12c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPBP8B7.18c;SPBC21H7.07c;SPAC22F8.11;SPBC29A3.09c;SPBC530.13;SPCC962.04;SPBC409.10;SPAC637.09;SPBC1271.14;SPAC5D6.02c;SPBC354.05c;SPAC2C4.15c;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPAC1805.16c;SPCC1259.07;SPAC13D6.01;SPBC691.04;SPCC16C4.10;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPAC22A12.03c;SPAC3G9.03;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPBC776.03;SPCC736.08;SPAC27D7.08c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPAPB1E7.12;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC3H1.14;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPAC26F1.03;SPBC725.01;SPAC3H5.12c;SPAC29A4.09;SPAC3G9.07c;SPCC825.04c;SPBC405.07;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC132.04c;SPCC11E10.08;SPAC17H9.19c;SPBC1709.18;SPCC1393.08;SPAPB17E12.05;SPCC330.14c;SPAC637.11;SPCC550.11;SPAC18G6.09c;
GO Biological Process	GO:0045893;	positive regulation of transcription, DNA-templated	Enriched	10.5960264900662 (16/151)	3.05218247456515 (93/3047)	0.00172685	SPAC22F3.09c;SPAC1783.07c;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:1902680;	positive regulation of RNA biosynthetic process	Enriched	10.5960264900662 (16/151)	3.05218247456515 (93/3047)	0.00172685	SPAC22F3.09c;SPAC1783.07c;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:1903508;	positive regulation of nucleic acid-templated transcription	Enriched	10.5960264900662 (16/151)	3.05218247456515 (93/3047)	0.00172685	SPAC22F3.09c;SPAC1783.07c;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:0010557;	positive regulation of macromolecule biosynthetic process	Enriched	11.2582781456954 (17/151)	3.57728913685592 (109/3047)	0.00314955	SPAC22F3.09c;SPAC1783.07c;SPCC188.07;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:0009891;	positive regulation of biosynthetic process	Enriched	11.2582781456954 (17/151)	3.64292746964227 (111/3047)	0.00385123	SPAC22F3.09c;SPAC1783.07c;SPCC188.07;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:0031328;	positive regulation of cellular biosynthetic process	Enriched	11.2582781456954 (17/151)	3.64292746964227 (111/3047)	0.00385123	SPAC22F3.09c;SPAC1783.07c;SPCC188.07;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:0006412;	translation	Enriched	13.9072847682119 (21/151)	5.41516245487365 (165/3047)	0.00696063	SPAC959.08;SPCC736.07c;SPCC74.05;SPCC364.03;SPBC29A3.09c;SPCC962.04;SPCC576.11;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC323.05c;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPBC1709.18;SPAPB17E12.05;SPCC330.14c;
GO Biological Process	GO:0006139;	nucleobase-containing compound metabolic process	Enriched	40.3973509933775 (61/151)	25.7630456186413 (785/3047)	0.00875478	SPAPB18E9.01;SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPCC188.07;SPCC736.07c;SPBC1347.07;SPBC56F2.05c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPBC28F2.10c;SPBC31F10.15c;SPCC1259.03;SPBC530.13;SPBC409.10;SPAC637.09;SPBC354.05c;SPAC5D6.05;SPAPB1E7.06c;SPAC1805.16c;SPCC1259.07;SPBC691.04;SPCC16C4.10;SPAC13G6.09;SPAC12G12.03;SPBC29A10.02;SPAC1B3.01c;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC1711.04;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPCC736.08;SPAC27D7.08c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPBC29A3.13;SPAC3H8.08c;SPBC23G7.12c;SPAC29A4.09;SPAC3G9.07c;SPCC825.04c;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPBC1709.18;SPCC1393.08;SPAC637.11;SPAC18G6.09c;
GO Biological Process	GO:0009987;	cellular process	Enriched	88.7417218543046 (134/151)	75.7138168690515 (2307/3047)	0.00905079	SPAPB18E9.01;SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC1215.01;SPBC32F12.05c;SPBPB10D8.04c;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPBC83.16c;SPCC736.07c;SPBC16C6.03c;SPCC74.05;SPBC1347.07;SPAC3F10.09;SPCC4B3.10c;SPAC23H4.10c;SPAC57A7.08;SPBC56F2.05c;SPBC2D10.07c;SPCC1840.09;SPCC1884.02;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPBP8B7.05c;SPAC24C9.12c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPAC3H1.04c;SPBP8B7.18c;SPBC21H7.07c;SPAC22F8.11;SPBC29A3.09c;SPBC530.13;SPCC962.04;SPBC409.10;SPAC823.05c;SPAC637.09;SPAC6B12.12;SPBC1271.14;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC2C4.15c;SPAC17A2.01;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPAC1805.16c;SPBC19F8.06c;SPCC1259.07;SPAC13D6.01;SPBC691.04;SPCC16C4.10;SPAC977.14c;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPCC895.07;SPBC1604.25;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPAC30C2.06c;SPAC22A12.03c;SPAC3G9.03;SPCC24B10.09;SPAC4F8.01;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPBC776.03;SPAC688.11;SPCC736.08;SPAC27D7.08c;SPAC6F12.10c;SPAC1D4.06c;SPCC895.05;SPAC664.07c;SPAPB1E7.12;SPAC1783.04c;SPAC10F6.01c;SPAC664.01c;SPBC29A3.13;SPAC11G7.04;SPAC3H1.14;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPBC725.01;SPAC26F1.03;SPAC3H5.12c;SPAC29A4.09;SPBC409.19c;SPAC3G9.07c;SPBC405.07;SPCC825.04c;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC132.04c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPBC1709.18;SPAC15A10.17;SPAPB17E12.05;SPCC330.14c;SPAC637.11;SPAC18G6.09c;
GO Biological Process	GO:0010628;	positive regulation of gene expression	Enriched	10.5960264900662 (16/151)	3.54446997046275 (108/3047)	0.00928414	SPAC22F3.09c;SPAC1783.07c;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
GO Biological Process	GO:0031325;	positive regulation of cellular metabolic process	Enriched	13.9072847682119 (21/151)	5.57925828683951 (170/3047)	0.00994621	SPAC22F3.09c;SPAC1783.07c;SPCC1183.04c;SPAC23H3.03c;SPCC188.07;SPCC736.07c;SPBC947.10;SPBC17G9.02c;SPBC530.13;SPAC5D6.05;SPBC725.02;SPCC1450.05c;SPAC2F7.07c;SPBC16G5.15c;SPCC736.08;SPAC1D4.06c;SPAC3H8.08c;SPBC23G7.12c;SPAC3G9.07c;SPBC1198.11c;SPCC1393.08;
